,accy_pct_95,accz_lineintegral,accx_lineintegral,accx_svd_entropy,accz_ptp,accy_sum,accx_n_sign_changes,accz_mean,accx_sum,accz_perm_entropy,accx_pct_95,accz_min,accy_n_sign_changes,accx_peaks,accz_skewness,accx_iqr_5_95,accx_energy,accx_min,accz_svd_entropy,accz_sum,accy_rms,accz_energy,accz_std,accy_svd_entropy,accz_peaks,accz_entropy,accz_kurtosis,accz_n_above_mean,accz_n_sign_changes,accz_rms,accz_n_below_mean,accz_pct_95,accz_iqr_5_95,accz_iqr,accx_ptp,accx_kurtosis,accx_n_above_mean,accx_pct_5,accy_n_above_mean,accy_iqr,accy_iqr_5_95,accy_lineintegral,accz_max,accy_entropy,accx_entropy,accy_mean,accy_min,accy_peaks,accy_energy,accy_kurtosis,accx_mean,accx_max,accx_skewness,accx_n_below_mean,accy_std,accy_ptp,accx_rms,accz_pct_5,accy_pct_5,accx_iqr,accy_max,accx_std,accy_skewness,accy_n_below_mean,accx_perm_entropy,accy_perm_entropy
0,0.0608070757324489 +/- 0.003556817676538532,0.00458817025981203 +/- 0.001463593399101566,0.05511332227750136 +/- 0.00421754993039524,0.03775566611387511 +/- 0.0031567256020495838,0.0 +/- 0.0,-0.0003869541182974001 +/- 0.0011608623548922004,-0.003703703703703687 +/- 0.0015839191577550402,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.001879491431730229 +/- 0.0007079186553270115,-0.0009397457158651146 +/- 0.0006564036532359239,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0005527915975677145 +/- 0.0005527915975677145,0.0 +/- 0.0,0.0 +/- 0.0,0.0003869541182974001 +/- 0.00043174403957471635,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.029076838032061902 +/- 0.0033914564179498103,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00016583747927031433 +/- 0.0002533209339389618,0.0 +/- 0.0,0.030845771144278576 +/- 0.0022495290159619363,0.001990049751243772 +/- 0.0011382675667205035,0.0 +/- 0.0,0.0008291873963515717 +/- 0.00027639579878385723,0.002487562189054715 +/- 0.000751877861179402,0.011940298507462732 +/- 0.0015078144496391294,0.0004422332780541716 +/- 0.00033167495854062866,0.0 +/- 0.0,-0.00995024875621886 +/- 0.0006540718389275389,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.011774461028192417 +/- 0.0017136539524599409,-0.01791044776119406 +/- 0.0009638250842544288,0.0 +/- 0.0,-0.0007186290768380288 +/- 0.00043174403957471635,0.00016583747927031433 +/- 0.0002533209339389618,0.0 +/- 0.0,0.13073521282476505 +/- 0.006820874891792745,0.01603095632946383 +/- 0.0016021422604963376
