,accy_pct_5,accy_mean,accy_sum,accy_min,accy_pct_95,accz_ptp,accx_svd_entropy,accy_std,accz_lineintegral,accy_n_sign_changes,accx_n_sign_changes,accx_max,accy_peaks,accy_iqr_5_95,accz_pct_95,accz_rms,accx_lineintegral,accx_iqr_5_95,accx_energy,accx_entropy,accz_min,accz_svd_entropy,accz_energy,accy_n_below_mean,accx_mean,accx_pct_95,accz_std,accz_max,accx_sum,accy_skewness,accz_n_below_mean,accy_svd_entropy,accx_rms,accy_kurtosis,accx_min,accz_peaks,accz_n_above_mean,accz_entropy,accy_rms,accy_n_above_mean,accy_energy,accx_n_below_mean,accy_ptp,accz_kurtosis,accy_entropy,accx_n_above_mean,accz_perm_entropy,accx_kurtosis,accz_iqr_5_95,accx_iqr,accx_peaks,accx_skewness,accx_std,accz_n_sign_changes,accz_skewness,accx_ptp,accz_iqr,accy_iqr,accy_lineintegral,accx_pct_5,accx_perm_entropy,accy_perm_entropy,accz_mean,accy_max,accz_pct_5,accz_sum
0,-0.007972902553413198 +/- 0.0007010747288730208,-0.0031787389265242163 +/- 0.0007164005776377134,-0.004012506513809244 +/- 0.0016487016174628819,0.00010422094841063822 +/- 0.0005105762882299523,0.0001563314226159851 +/- 0.0011894436905172867,-0.0027618551328817188 +/- 0.0003336698404081851,0.0055237102657634376 +/- 0.0010980358262483228,-0.0005732152162584492 +/- 0.00036477331943719494,0.001198540906722312 +/- 0.0003336698404081851,0.0010422094841063601 +/- 0.00032957557688052244,0.004637832204273074 +/- 0.0011756658856361235,-0.0020844189682125646 +/- 0.00032957557688052244,0.0015633142261595179 +/- 0.00023304512532566093,-0.000833767587285017 +/- 0.0004168837936425085,0.0044293903074518306 +/- 0.0013027618551328878,0.00010422094841064933 +/- 0.0007295466388744185,-0.0018759770713912994 +/- 0.0005802776824210599,0.0009379885356957107 +/- 0.001206444700655578,0.002240750390828583 +/- 0.0010943199583116022,0.0 +/- 0.0,-0.0018759770713912994 +/- 0.0004168837936425279,0.0006253256904637961 +/- 0.0006077073366175625,0.0016154247003648092 +/- 0.0008546753239633525,0.00015633142261594067 +/- 0.00023880019254589316,0.001980198019802026 +/- 0.0005105762882299318,-0.00020844189682125424 +/- 0.0002552881441149659,-0.0019280875455966128 +/- 0.0004069958142734108,0.005888483585200654 +/- 0.0004069958142733923,-0.0005732152162584492 +/- 0.0004916092304354505,0.0018759770713913993 +/- 0.0002552881441149659,0.0 +/- 0.0,0.00010422094841063822 +/- 0.0004542885819219125,0.002866076081292368 +/- 0.0008797260560778542,0.0004168837936425085 +/- 0.00020844189682125424,-0.002032308494007251 +/- 0.00036477331943722985,0.0004168837936425196 +/- 0.0003126628452319036,-0.001771756122980661 +/- 0.0002552881441149659,-0.0013548723293381637 +/- 0.000706860863275176,-0.0017717561229806833 +/- 0.0006673396808163528,-5.211047420531356e-05 +/- 0.00028062349177354493,-0.0021886399166232027 +/- 0.0005612469835471353,-0.0005211047420531356 +/- 0.0005211047420531356,-0.0017717561229806833 +/- 0.0005802776824210678,-0.0014069828035434661 +/- 0.0002388001925458932,0.0 +/- 0.0,0.0001563314226159629 +/- 0.0006187775970316997,0.0017196456487754475 +/- 0.0008418704753206575,0.0012506513809276254 +/- 0.0004168837936425279,-0.00130276185513285 +/- 0.0005826128133141771,0.0 +/- 0.0,0.00031266284523189246 +/- 0.0003456617811730605,0.0 +/- 0.0,-0.0010422094841062823 +/- 0.0007369533936285013,0.002240750390828583 +/- 0.0009040829376184111,0.0013548723293382414 +/- 0.00047760038509182514,-0.0020844189682125537 +/- 0.00023304512532568576,-0.0008858780614903305 +/- 0.0004069958142733923,-0.0010422094841062712 +/- 0.0004036459975203012,-0.0009900990099009576 +/- 0.0007164005776376795,0.0057321521625847026 +/- 0.0008072919950406239,0.002032308494007329 +/- 0.0010538691201748998,0.0007295466388744232 +/- 0.0007442864438293955,0.0007295466388744565 +/- 0.0005314246496709847,-0.0022407503908285164 +/- 0.0005732152162584906,-0.003908285565398628 +/- 0.0010224813376940043,0.00046899426784784425 +/- 0.0007533523863888095
