,bvp_rms,bvp_std,bvp_perm_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_kurtosis,bvp_energy,bvp_pct_95,bvp_n_sign_changes,bvp_lineintegral,bvp_skewness,bvp_svd_entropy,bvp_iqr_5_95,bvp_min,bvp_pct_5,bvp_ptp,bvp_max,bvp_entropy,bvp_sum,bvp_mean,bvp_peaks,bvp_iqr
0,0.24559127101150105 +/- 0.006818211037036118,0.141079327631967 +/- 0.007070427942736878,-0.0031554113830727926 +/- 0.0023482865292384003,0.011442052491890332 +/- 0.004023605520686638,0.011442052491890332 +/- 0.004023605520686638,-0.004806841639634307 +/- 0.0018133245814972872,0.030079622530227078 +/- 0.0029754050735781553,0.02491890297847247 +/- 0.005691230817678682,-0.024299616632261833 +/- 0.0031849012090828695,5.897965202008582e-05 +/- 0.0012427783842940334,0.006104393984075518 +/- 0.001119448711064726,0.05231495134178712 +/- 0.003786199668700435,0.011501032143910373 +/- 0.004193366156969251,0.01692716012975526 +/- 0.005458725313909338,0.0012090828664111154 +/- 0.0019132057308532651,0.004570923031554141 +/- 0.0034749227332476367,-0.0005013270421704186 +/- 0.001223383574915445,0.0 +/- 0.0,0.0003833677381303691 +/- 0.0007918443870302069,0.0003833677381303691 +/- 0.0007918443870302069,0.004570923031554164 +/- 0.0010236835716726457,0.006605721026245981 +/- 0.0022582352956740373
