,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy,bvp_lineintegral,bvp_pct_95,bvp_n_sign_changes,bvp_std,bvp_rms,bvp_skewness,bvp_pct_5,bvp_kurtosis,bvp_entropy,bvp_mean,bvp_iqr_5_95,bvp_sum,bvp_energy,bvp_iqr,bvp_max,bvp_svd_entropy,bvp_ptp,bvp_min
0,0.009853068280034549 +/- 0.005384953727435804,0.04096802074330162 +/- 0.005012964563526365,0.015298184961106288 +/- 0.0025783064387012947,-0.00478248343416886 +/- 0.002641121667845786,-0.023681936041486617 +/- 0.0015504032321606263,0.007519446845289513 +/- 0.0028300006777323213,-0.03419763756842412 +/- 0.003184921689205704,-0.004955344281187013 +/- 0.0020566486081906917,-0.008729472774416635 +/- 0.0026469292701223435,-0.004148660328435638 +/- 0.0025613495558505224,-0.004177470469605327 +/- 0.0024043957226973635,-0.01780466724286951 +/- 0.002661782647640705,0.0 +/- 0.0,-0.00011524056467879796 +/- 0.000671962188976708,0.002074330164217775 +/- 0.0014565513868930505,-0.00040334197637571513 +/- 0.0008757524721158344,-0.010832613079804121 +/- 0.0017102647167566503,-0.014347450302506504 +/- 0.0018028796136170615,-0.007692307692307732 +/- 0.003111095079744615,-0.00020167098818786312 +/- 0.0020414582239189774,-0.026476519734946746 +/- 0.0027101447283477843,-0.008787093056756002 +/- 0.0022985004352392042
