,bvp_peaks,bvp_n_below_mean,bvp_max,bvp_perm_entropy,bvp_ptp,bvp_n_sign_changes,bvp_min,bvp_energy,bvp_kurtosis,bvp_lineintegral,bvp_rms,bvp_n_above_mean,bvp_iqr,bvp_sum,bvp_std,bvp_iqr_5_95,bvp_mean,bvp_pct_5,bvp_entropy,bvp_skewness,bvp_pct_95,bvp_svd_entropy
0,0.027051482059282407 +/- 0.005000091266468283,0.06570982839313577 +/- 0.006477847998682554,0.04396255850234014 +/- 0.005299529914666884,0.009297971918876791 +/- 0.004138842907654384,0.001123244929797229 +/- 0.0027171970118036997,-0.067581903276131 +/- 0.0038875302657528747,-0.015912636505460164 +/- 0.0040489555563203335,0.0004992199687987919 +/- 0.000561622464898617,-0.011669266770670794 +/- 0.004059041339893757,-0.0066458658346333355 +/- 0.0019537562813670343,-0.00018720748829950117 +/- 0.0007004662814553335,0.024430577223088966 +/- 0.0029137689390839544,-0.02062402496099839 +/- 0.004741049918360086,-0.001965678627145029 +/- 0.0007121817292052131,-0.012854914196567835 +/- 0.0020355078228143715,0.014258970358814394 +/- 0.0022759808080919644,-0.0011232449297971403 +/- 0.00028596416193170854,0.011419656786271515 +/- 0.0032491272504074327,0.0 +/- 0.0,-0.033104524180967196 +/- 0.004163817950229576,0.024430577223088966 +/- 0.002940376215920348,-0.021497659906396238 +/- 0.003288587862214795
