,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy,bvp_lineintegral,bvp_pct_95,bvp_n_sign_changes,bvp_std,bvp_rms,bvp_skewness,bvp_pct_5,bvp_kurtosis,bvp_entropy,bvp_mean,bvp_iqr_5_95,bvp_sum,bvp_energy,bvp_iqr,bvp_max,bvp_svd_entropy,bvp_ptp,bvp_min
0,-0.006583463338533557 +/- 0.003599520726878325,0.04046801872074881 +/- 0.003762435845463643,0.042340093603744154 +/- 0.0045836109526806515,-0.009329173166926708 +/- 0.0032588504954250267,-0.012574102964118594 +/- 0.002152886115444615,-0.0030577223088923853 +/- 0.0026541242206722868,-0.013728549141965685 +/- 0.0031107503477352926,-0.004617784711388462 +/- 0.001462137224818712,-0.003151326053042136 +/- 0.0020481427060563442,-0.00502340093603747 +/- 0.0036929679093024477,-0.005803432137285502 +/- 0.0017880248089727861,-0.013666146645865873 +/- 0.00230467211389946,0.0 +/- 0.0,-3.3306690738754695e-17 +/- 0.0005753225870385474,0.004804992199687963 +/- 0.0018989234389644872,-6.240249609987814e-05 +/- 0.0004585628223619146,-0.006770670826833092 +/- 0.0014901658578795078,-0.030483619344773817 +/- 0.003543917912175519,-0.0017784711388455833 +/- 0.0033168849181788207,0.004555382215288584 +/- 0.004594536070939146,0.013541341653666116 +/- 0.002339885586178182,0.012730109204368133 +/- 0.001539964140936439
