,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy,bvp_lineintegral,bvp_pct_95,bvp_n_sign_changes,bvp_std,bvp_rms,bvp_skewness,bvp_pct_5,bvp_kurtosis,bvp_entropy,bvp_mean,bvp_iqr_5_95,bvp_sum,bvp_energy,bvp_iqr,bvp_max,bvp_svd_entropy,bvp_ptp,bvp_min
0,-0.019834954317712983 +/- 0.003188068395720243,0.03955201886236365 +/- 0.002041059792888979,0.03103448275862063 +/- 0.0040087940203592555,-0.006984969053934609 +/- 0.003549074506051503,0.0006483937518419802 +/- 0.002144816433676438,0.0020335985853226824 +/- 0.0022617099962216093,-0.009431181844975012 +/- 0.00327396264709669,-0.0024756852343059688 +/- 0.001749581147026924,-0.0037724727379900513 +/- 0.0021529009569996784,0.006867079280872335 +/- 0.00245542776608795,0.010138520483348012 +/- 0.0012587183320991917,-0.0006778661951076126 +/- 0.0013889621771822165,0.0 +/- 0.0,-0.0001768346595933168 +/- 0.0009431181844974906,0.0074565281461832725 +/- 0.002267846578627849,0.0010610079575596343 +/- 0.00044110314020325735,0.0010610079575596233 +/- 0.0018509069812092701,0.0008252284114352749 +/- 0.002066436562682941,-0.004008252284114411 +/- 0.0029032974608959247,-0.019540229885057537 +/- 0.0030430922081441636,-0.011553197760094358 +/- 0.002204727876129105,-0.0016504568228706828 +/- 0.0020170867824660884
