,bvp_n_below_mean,bvp_n_above_mean,scl_mean,scl_rms,scl_min,hrv_lineintegral,bvp_max,bvp_lineintegral,scl_sum,hrv_min,scl_iqr_5_95,hrv_pct_5,hrv_rms,hrv_ptp,scl_entropy,scr_rms,bvp_energy,hrv_mean,hrv_max,bvp_iqr,bvp_std,hrv_iqr_5_95,bvp_skewness,hrv_std,bvp_pct_95,scl_iqr,scr_std,scl_max,scl_std,scl_pct_95,scl_n_below_mean,scr_iqr,hrv_energy,scl_lineintegral,scr_mean,scl_pct_5,scr_energy,bvp_perm_entropy,scr_skewness,bvp_pct_5,scr_pct_5,hrv_entropy,scr_entropy,bvp_sum,scr_peaks,bvp_rms,bvp_entropy,scl_peaks,hrv_n_sign_changes,scl_n_sign_changes,scr_n_sign_changes,scr_min,scr_perm_entropy,hrv_peaks,scl_kurtosis,hrv_svd_entropy,bvp_mean,hrv_n_above_mean,hrv_kurtosis,scl_energy,scr_iqr_5_95,hrv_perm_entropy,bvp_iqr_5_95,hrv_n_below_mean,hrv_iqr,hrv_skewness,scr_max,bvp_peaks,scl_skewness,scl_n_above_mean,scl_perm_entropy,scr_pct_95,scr_n_below_mean,bvp_ptp,bvp_min,scr_kurtosis,hrv_sum,hrv_pct_95,scl_ptp,scr_n_above_mean,scr_ptp,bvp_kurtosis,bvp_n_sign_changes,scr_svd_entropy,scl_svd_entropy,scr_sum,scr_lineintegral,bvp_svd_entropy
0,0.03370967741935488 +/- 0.003312543561844197,0.017709677419354884 +/- 0.00314230639660018,-0.0023548387096773648 +/- 0.0015064896037207372,-0.0010967741935483221 +/- 0.001581632344791149,-0.010451612903225748 +/- 0.0021887994133790354,0.013935483870967791 +/- 0.0020340493897334612,0.02035483870967747 +/- 0.0022323419711994595,0.004096774193548436 +/- 0.0015674233049363024,-0.0065806451612902776 +/- 0.0018259318320109543,-0.007935483870967697 +/- 0.0014295819229780797,0.003225806451612945 +/- 0.0021591226491201954,-0.016419354838709634 +/- 0.002650074115940745,-0.0028387096774192934 +/- 0.001618056284385105,0.004096774193548447 +/- 0.0009465419839432916,-0.0002258064516128533 +/- 0.0011635283094755561,0.0009354838709677904 +/- 0.0011216347516589573,0.0017096774193548936 +/- 0.0016640284356811597,-0.0027419354838709165 +/- 0.0023803304276610836,0.000419354838709729 +/- 0.0022397877853986992,0.007258064516129104 +/- 0.0007667654402583648,0.01058064516129037 +/- 0.0017478989915024425,0.009161290322580706 +/- 0.002046290519632735,-0.002387096774193498 +/- 0.0013237602921731214,-0.0028064516129031824 +/- 0.001361351473936072,0.010000000000000054 +/- 0.0016511592118799575,-0.003161290322580601 +/- 0.0012559949892859113,0.002064516129032323 +/- 0.002798096573187277,-0.010354838709677372 +/- 0.002122423761238189,0.0010322580645161783 +/- 0.0016498983035541186,-0.009999999999999953 +/- 0.0013685937700384826,0.0003225806451613411 +/- 0.0007496096799111192,0.01119354838709682 +/- 0.0014357556828559995,-0.0026129032258063955 +/- 0.0018101919802062153,0.0002903225806452192 +/- 0.0016602721590268002,0.013677419354838748 +/- 0.002309100666861083,-0.006354838709677335 +/- 0.002444173772840588,-0.0003548387096773964 +/- 0.0012777614400218287,-0.007161290322580604 +/- 0.0017419354838709776,-0.0035483870967741526 +/- 0.0006120537406777617,0.0015483870967742397 +/- 0.0018631650423475653,0.004580645161290364 +/- 0.0011878679122272326,0.002935483870967781 +/- 0.0019645664488497,-0.00019354838709672028 +/- 0.00032896900087695294,0.0011612903225806993 +/- 0.0006154446460754652,-3.22580645161219e-05 +/- 9.677419354836571e-05,0.014096774193548444 +/- 0.0018922592743306345,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00035483870967737416 +/- 0.0003937598585720652,0.0 +/- 0.0,-9.67741935483657e-05 +/- 0.00025194353793245967,0.0021290322580645783 +/- 0.0007384208478877282,0.004129032258064547 +/- 0.0007741935483870829,-0.0009032258064515575 +/- 0.0010382888348019848,0.002096774193548445 +/- 0.001627354613629609,-9.67741935483435e-05 +/- 0.0005211449813355754,0.0015806451612903616 +/- 0.00033678408093259306,0.0007741935483871365 +/- 0.00035921060405354416,0.006709677419354909 +/- 0.001806451612903223,0.0016129032258065056 +/- 0.0008534681648595538,0.0008387096774194025 +/- 0.0007096774193548553,0.010064516129032308 +/- 0.001426667379838451,0.0008064516129032584 +/- 0.0007391251120896456,0.0028064516129032826 +/- 0.000901496039514968,0.0017096774193548826 +/- 0.001020599485132674,-0.00403225806451607 +/- 0.0016080572362083202,0.03051612903225811 +/- 0.0019947903011277852,-0.0003548387096773964 +/- 0.0008090281421925457,-0.0022580645161289657 +/- 0.0007496096799111336,0.0005806451612903829 +/- 0.0010967741935483974,-0.003096774193548335 +/- 0.0017562138824279015,0.00016129032258069831 +/- 0.0009704263842897549,0.006903225806451652 +/- 0.0019311780060768681,-0.006322580645161247 +/- 0.001581632344791154,0.001258064516129087 +/- 0.001044782886496886,-0.011645161290322514 +/- 0.0013099316454352992,-0.01083870967741929 +/- 0.002015548303459773,-0.002161290322580578 +/- 0.002183325323744216,-0.0010322580645160452 +/- 0.0004740947889257803,0.0006451612903226378 +/- 0.0018864763248017317,0.0014838709677419848 +/- 0.0016524191580471824,0.007419354838709735 +/- 0.0027219384657714775,-0.004096774193548325 +/- 0.0017434282731447284,-0.003032258064516069 +/- 0.002331523999947449,0.008225806451612961 +/- 0.002207969672083575,0.018580645161290377 +/- 0.002532617603405241,0.016354838709677477 +/- 0.00199921941062532
