,bvp_rms,hrv_sum,hrv_mean,hrv_n_above_mean,hrv_rms,bvp_std,scl_energy,bvp_pct_5,hrv_n_below_mean,bvp_iqr_5_95,bvp_min,hrv_max,bvp_lineintegral,scl_svd_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_pct_95,scr_std,scr_lineintegral,hrv_ptp,bvp_ptp,bvp_n_sign_changes,scl_pct_95,bvp_skewness,hrv_std,hrv_min,scr_svd_entropy,scl_std,scl_ptp,hrv_lineintegral,scr_sum,scr_mean,hrv_iqr_5_95,hrv_energy,scr_perm_entropy,scl_sum,scl_mean,scl_iqr,scr_iqr_5_95,hrv_skewness,scr_pct_95,scl_rms,bvp_perm_entropy,hrv_kurtosis,scr_kurtosis,scr_n_sign_changes,hrv_perm_entropy,scl_n_sign_changes,scl_max,scr_n_above_mean,scr_n_below_mean,scr_min,scl_peaks,bvp_entropy,hrv_n_sign_changes,scr_pct_5,scl_min,hrv_entropy,scr_entropy,bvp_sum,bvp_mean,bvp_max,hrv_svd_entropy,hrv_iqr,hrv_peaks,hrv_pct_5,scr_energy,scl_n_above_mean,scl_n_below_mean,scr_skewness,scl_perm_entropy,bvp_kurtosis,scr_peaks,hrv_pct_95,scl_kurtosis,scl_iqr_5_95,scl_skewness,bvp_iqr,scr_iqr,scl_pct_5,bvp_peaks,scl_lineintegral,scr_max,scr_ptp,bvp_energy,scl_entropy,scr_rms,bvp_svd_entropy
0,0.3408304498269895 +/- 0.004246338811527316,0.34681660899653977 +/- 0.005215739327695926,0.34681660899653977 +/- 0.005215739327695926,0.1832525951557093 +/- 0.00630517812035604,0.18051903114186846 +/- 0.005043007763202534,0.203356401384083 +/- 0.0038996094598982172,-0.0019031141868512402 +/- 0.003198587169103545,0.03346020761245673 +/- 0.004249298374955317,0.16934256055363317 +/- 0.00672420819683114,0.0396193771626297 +/- 0.004572844698189156,0.031072664359861557 +/- 0.0031478381773132635,0.21903114186851208 +/- 0.005979254773783496,0.009273356401384037 +/- 0.0018032960859232204,0.06079584775086503 +/- 0.0036816674037978884,0.006159169550172971 +/- 0.0020223722070868374,0.006159169550172971 +/- 0.0020223722070868374,0.04702422145328716 +/- 0.004162185343308725,0.05314878892733561 +/- 0.003619846873528597,0.09186851211072661 +/- 0.0033449667884835584,0.01193771626297575 +/- 0.002312133407929167,0.017404844290657407 +/- 0.0026894072736087225,-0.005259515570934292 +/- 0.003144032302173162,0.0009342560553632917 +/- 0.005127766174822602,-0.0025605536332180432 +/- 0.003599946520038741,0.1666435986159169 +/- 0.0033803943921992645,0.13394463667820067 +/- 0.005377144816561683,0.017058823529411703 +/- 0.001681319116021648,0.02581314878892731 +/- 0.0024477147659276695,0.040726643598615886 +/- 0.0028869414371787,0.1332525951557093 +/- 0.005493890085425294,0.007889273356401327 +/- 0.002335576059610538,0.007889273356401327 +/- 0.002335576059610538,-0.0028027681660899974 +/- 0.0029297559668857317,0.17615916955017302 +/- 0.004328580040286675,0.0016262975778546407 +/- 0.002707156400563129,0.015294117647058791 +/- 0.0019128408250636876,0.015294117647058791 +/- 0.0019128408250636876,0.0036332179930795407 +/- 0.0013862439878207706,0.0044982698961937295 +/- 0.0013490372795583547,-0.011107266435986196 +/- 0.0029783926716962466,0.004567474048442865 +/- 0.0013472610611717705,0.04636678200692038 +/- 0.0039994971008442395,-0.005432525951557121 +/- 0.0022320350758297637,0.00031141868512108984 +/- 0.0009595449566686317,0.0017647058823528905 +/- 0.0010082216113725382,-0.00013840830449827202 +/- 0.000562217190632255,0.008235294117647007 +/- 0.0025181183942782266,-0.006332179930795889 +/- 0.002295502877594728,0.05474048442906569 +/- 0.003684105648223172,-0.00041522491349481604 +/- 0.00040352608268826224,-0.00041522491349481604 +/- 0.00040352608268826224,3.4602076124568006e-05 +/- 0.00010380622837370401,0.0009342560553633028 +/- 0.0007429380814388594,0.0 +/- 0.0,0.0 +/- 0.0,0.0005536332179930769 +/- 0.0004942165002451689,-0.005155709342560588 +/- 0.0018726725436310982,0.06356401384083041 +/- 0.00464506291404768,-0.0013148788927335841 +/- 0.0012164979814011914,-0.0006228373702422352 +/- 0.001506681042012264,-0.0006228373702422352 +/- 0.001506681042012264,0.006332179930795834 +/- 0.0009029749723667882,-0.008062283737024256 +/- 0.0030008200409375645,-0.012941176470588279 +/- 0.002604136708958717,-0.017058823529411814 +/- 0.0029362874081075084,0.08397923875432524 +/- 0.006257237999495867,-0.0010034602076124722 +/- 0.0005882352941176561,-0.0007266435986159281 +/- 0.0005675162445279231,-0.0007266435986159281 +/- 0.0005675162445279231,0.0016955017301037434 +/- 0.0005236244273501996,-0.0005190311418685423 +/- 0.0017387328064222994,-0.009723183391003509 +/- 0.0017943103339050795,-0.004221453287197285 +/- 0.0012928402555203765,0.05660899653979236 +/- 0.0073649606626372275,0.0010726643598615415 +/- 0.0015662934668174589,-0.010380622837370268 +/- 0.0040853902126354,-0.0016608996539792642 +/- 0.0014987133444780655,-0.020657439446366842 +/- 0.002485816616700593,-0.006782006920415251 +/- 0.0021949829103326867,0.0017301038062283336 +/- 0.0010380622837369957,0.018615916955017263 +/- 0.00498269896193772,-0.010415224913494846 +/- 0.003817065415493202,-0.01186851211072668 +/- 0.002819803838322406,-0.011764705882352988 +/- 0.002865921002193601,0.0009342560553632917 +/- 0.0035050724642622824,-0.004775086505190351 +/- 0.002131892290761153,-0.0038408304498270484 +/- 0.00406025544289555,0.006193771626297528 +/- 0.0041246197251747115
