,bvp_rms,hrv_sum,hrv_mean,hrv_n_above_mean,hrv_rms,bvp_std,scl_energy,bvp_pct_5,hrv_n_below_mean,bvp_iqr_5_95,bvp_min,hrv_max,bvp_lineintegral,scl_svd_entropy,bvp_n_below_mean,bvp_n_above_mean,bvp_pct_95,scr_std,scr_lineintegral,hrv_ptp,bvp_ptp,bvp_n_sign_changes,scl_pct_95,bvp_skewness,hrv_std,hrv_min,scr_svd_entropy,scl_std,scl_ptp,hrv_lineintegral,scr_sum,scr_mean,hrv_iqr_5_95,hrv_energy,scr_perm_entropy,scl_sum,scl_mean,scl_iqr,scr_iqr_5_95,hrv_skewness,scr_pct_95,scl_rms,bvp_perm_entropy,hrv_kurtosis,scr_kurtosis,scr_n_sign_changes,hrv_perm_entropy,scl_n_sign_changes,scl_max,scr_n_above_mean,scr_n_below_mean,scr_min,scl_peaks,bvp_entropy,hrv_n_sign_changes,scr_pct_5,scl_min,hrv_entropy,scr_entropy,bvp_mean,bvp_sum,bvp_max,hrv_svd_entropy,hrv_iqr,hrv_peaks,hrv_pct_5,scr_energy,scl_n_above_mean,scl_n_below_mean,scr_skewness,scl_perm_entropy,bvp_kurtosis,scr_peaks,hrv_pct_95,scl_kurtosis,scl_iqr_5_95,scl_skewness,bvp_iqr,scr_iqr,scl_pct_5,bvp_peaks,scl_lineintegral,scr_max,scr_ptp,bvp_energy,scl_entropy,scr_rms,bvp_svd_entropy
0,0.2703591809331991 +/- 0.00721554740660476,0.24951325948304798 +/- 0.005454308336718811,0.24951325948304798 +/- 0.005454308336718811,0.11389728096676739 +/- 0.005810421646224228,0.11386371265525345 +/- 0.005584459655402476,0.10298757972473985 +/- 0.0072211672358206405,-0.006445115810674728 +/- 0.004055518848080288,0.0933534743202417 +/- 0.00837386408844501,0.15629405840886204 +/- 0.008524236322962031,0.0392749244712991 +/- 0.005398135193749615,0.007720711648204104 +/- 0.0026938439271888314,0.15458207452165157 +/- 0.0034860978380148347,0.060120845921450186 +/- 0.004564426393772254,0.025679758308157098 +/- 0.004405641070294282,0.0302450486740517 +/- 0.00326993951979207,0.0302450486740517 +/- 0.00326993951979207,0.001309164149043318 +/- 0.0017342183757085709,0.15193017791205105 +/- 0.005661412921163957,0.1745552198724404 +/- 0.006664810516726798,0.0024840550520308867 +/- 0.00400913021197278,-0.004363880496811012 +/- 0.0018870049442840185,0.0032896945283652167 +/- 0.0033494379814075887,-0.007015777106411547 +/- 0.004239320251869179,0.017724068479355502 +/- 0.0035677288366797967,0.00026854649211145444 +/- 0.0007625254576435629,0.16492111446794228 +/- 0.006356831426150864,0.015038603558241026 +/- 0.0026337757967013135,0.1031554212823095 +/- 0.004114138613457297,0.09006377979187649 +/- 0.0049404754773576,-0.0009399127223900349 +/- 0.0034160602170415833,0.08204095334004699 +/- 0.004959029288383868,0.08204095334004699 +/- 0.004959029288383868,0.03135280295401142 +/- 0.0031100999857403,0.14051695199731454 +/- 0.0039894070538423814,0.008022826451829479 +/- 0.0020987578425432133,0.005773749580396126 +/- 0.0010269928526873565,0.005773749580396126 +/- 0.0010269928526873565,0.04535078885532059 +/- 0.003033988601342286,0.001309164149043318 +/- 0.0008146801678087627,0.006075864384021479 +/- 0.0016338494157284937,0.001342732460557261 +/- 0.0010720858961175868,0.05931520644511582 +/- 0.004285846579060844,0.003323262839879182 +/- 0.002733087313774399,0.002416918429003034 +/- 0.0010379070046149749,-6.713662302786361e-05 +/- 0.0007771625983746596,0.0017119838872104776 +/- 0.0013631379996137533,0.0035582410204766713 +/- 0.0010313723729934478,0.0 +/- 0.0,0.05008392077878484 +/- 0.0033393300075047695,0.0008056394763343633 +/- 0.0007385028533064997,0.0008056394763343633 +/- 0.0007385028533064997,0.0003021148036253862 +/- 0.000529699021082912,0.007485733467606592 +/- 0.003319870369783095,0.0 +/- 0.0,0.0 +/- 0.0,0.01154749916079223 +/- 0.0030069413462985913,0.0006042296072507724 +/- 0.00025120224147526335,-0.0008727760993622157 +/- 0.003868957243161841,0.003927492447129944 +/- 0.0016379822623371432,0.0017119838872104887 +/- 0.0007573356275715499,0.0017119838872104887 +/- 0.0007573356275715499,-0.0016448472641825806 +/- 0.0017536029387860447,0.005068815038603569 +/- 0.001591930943454747,-0.0014098690835850803 +/- 0.0025200838374116754,-0.001779120510238319 +/- 0.0020531626295230525,0.020543806646525685 +/- 0.006508790863036628,-0.037596508895602544 +/- 0.0027271025191795903,0.00020140986908359081 +/- 0.00022266698827495764,0.00020140986908359081 +/- 0.00022266698827495764,0.0018798254447801143 +/- 0.0011839672432727847,0.0023497818059751594 +/- 0.0008358442160448756,0.007116482040953364 +/- 0.00133262391683646,-0.0031889895938234216 +/- 0.002227934676877482,0.0066129573682443986 +/- 0.007078139374610213,0.002416918429003034 +/- 0.0016224298051150821,-0.04340382678751259 +/- 0.005143844023815569,0.003927492447129921 +/- 0.0011825387682986755,-0.015072171869754925 +/- 0.0031755338815125283,-0.01319234642497481 +/- 0.00266883910175239,0.004397448808324944 +/- 0.0029088447909889244,0.022625041960389402 +/- 0.004006318562695037,-0.036119503188989585 +/- 0.0044891263318977,-0.042363209130580705 +/- 0.005003367810375752,-0.04155756965424638 +/- 0.004923911795450524,0.005874454514937888 +/- 0.0033777461895767307,-0.0044645854313527964 +/- 0.0018266220692061406,-0.05109097012420274 +/- 0.004739674412815779,0.04081906680093994 +/- 0.0027892014874576695
