,hrv_iqr,scl_svd_entropy,scr_iqr,bvp_n_below_mean,scl_max,scl_entropy,scl_skewness,hrv_svd_entropy,hrv_ptp,scl_pct_95,bvp_skewness,scl_iqr_5_95,hrv_max,bvp_lineintegral,bvp_peaks,hrv_lineintegral,scr_n_below_mean,bvp_ptp,scl_pct_5,hrv_min,bvp_kurtosis,scl_ptp,scl_energy,hrv_perm_entropy,hrv_peaks,hrv_std,hrv_sum,hrv_entropy,bvp_pct_5,scl_perm_entropy,scl_sum,bvp_min,hrv_n_below_mean,bvp_std,scl_kurtosis,hrv_pct_95,bvp_pct_95,scr_perm_entropy,hrv_n_above_mean,hrv_n_sign_changes,bvp_sum,bvp_energy,scl_peaks,bvp_entropy,scr_sum,scl_iqr,scr_min,hrv_rms,scr_ptp,scr_rms,scr_entropy,scr_pct_95,scr_n_sign_changes,scr_pct_5,scr_n_above_mean,scr_lineintegral,scr_mean,scr_std,scr_peaks,scr_energy,scl_n_above_mean,scl_n_sign_changes,bvp_mean,scr_iqr_5_95,scr_max,hrv_pct_5,scl_lineintegral,bvp_n_above_mean,hrv_kurtosis,bvp_iqr_5_95,hrv_iqr_5_95,scl_rms,scr_skewness,scr_svd_entropy,bvp_rms,scl_n_below_mean,hrv_mean,hrv_skewness,bvp_max,hrv_energy,scr_kurtosis,scl_mean,bvp_perm_entropy,scl_min,scl_std,bvp_n_sign_changes,bvp_svd_entropy,bvp_iqr
0,0.07981938172976727 +/- 0.0038827894720339412,-0.0031260854463355248 +/- 0.0011414850104310482,0.0588746092393192 +/- 0.004548069366334532,-0.004689128169503298 +/- 0.0005654331572108363,0.022750955192775268 +/- 0.001660356846504636,0.05651267801319902 +/- 0.003827238834082735,0.0013199027440083388 +/- 0.001107146748906502,0.0408475164987843 +/- 0.003072364624869189,0.029663077457450525 +/- 0.003233088232919791,-0.0012504341785341988 +/- 0.0006981504425926202,-0.001840916985064256 +/- 0.0011206853633137584,0.00632163945814519 +/- 0.0012695843614100072,-0.014032650225772825 +/- 0.0023721251933259994,0.0020840569642237017 +/- 0.000821963151524768,-6.946856547411784e-05 +/- 0.003935257808480304,0.03251128864188955 +/- 0.0031499226255657206,0.0 +/- 0.0,0.0 +/- 0.0,-0.011774921847863818 +/- 0.0035095379020047943,0.017888155609586676 +/- 0.002476873426329562,0.004758596734977449 +/- 0.0010879096744262349,0.05164987843001042 +/- 0.00349092501820138,0.0528308440430705 +/- 0.0031470486953798305,-0.0026745397707537257 +/- 0.0007126878960987421,-0.00013893713094822457 +/- 0.0011951823920864904,0.004932268148662744 +/- 0.0017629145592844176,-0.00013893713094823568 +/- 0.00017016253857471327,-0.00031260854463353025 +/- 0.00024313997915941242,-0.0011462313303230221 +/- 0.0006955534697638489,0.003994442514762086 +/- 0.0012353886240902242,0.0 +/- 0.0,-0.006668982285515812 +/- 0.0005975911960432542,0.0 +/- 0.0,0.0026745397707537144 +/- 0.0007928247454333618,3.473428273707002e-05 +/- 0.00047751743955773467,-0.0027092740534907845 +/- 0.0028295118936320037,0.0035081625564432283 +/- 0.0007680911562173081,0.022368878082667597 +/- 0.002935817521238702,0.0 +/- 0.0,0.0 +/- 0.0,-0.000416811392844707 +/- 0.0002599275711548222,-0.00041681139284471813 +/- 0.0012407482528302815,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0018756512678013149 +/- 0.0005853525372126593,0.0 +/- 0.0,0.0010767627648489264 +/- 0.0005696845941943773,0.0010767627648489264 +/- 0.000502147700409877,0.004307051059395628 +/- 0.0016816559134296897,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.003855505383813851 +/- 0.0012373402661032785,0.0 +/- 0.0,0.0030566168808614292 +/- 0.0004862799583188598,0.010316081972907277 +/- 0.0008515214082758785,0.002327196943383114 +/- 0.0005163622350579649,0.0 +/- 0.0,-0.0022577283779090076 +/- 0.0006066081693842644,-0.00013893713094823568 +/- 0.00017016253857471327,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,3.473428273705892e-05 +/- 0.00028852462184499695,0.0 +/- 0.0,0.005661688086141037 +/- 0.0024067123586411967,0.10100729419937479 +/- 0.005611065093798864,-0.0016672455713789502 +/- 0.00040506786348351316,0.000798888502952444 +/- 0.00031260854463356234,0.016637721431052466 +/- 0.0015255429840915465,0.008753039249739514 +/- 0.00043383105233747396,0.0 +/- 0.0,0.004654393886766239 +/- 0.0009474249181650491,-0.00010420284821117675 +/- 0.0001591724798525704,0.0 +/- 0.0,0.0 +/- 0.0,0.0014935741576936445 +/- 0.00044072863982106927,0.020527961097603364 +/- 0.0015568554936446532,0.003751302535602663 +/- 0.0015595654269290502,0.0 +/- 0.0,0.00500173671413684 +/- 0.002305058704138519,0.006460576589093448 +/- 0.0023516930711789705,-0.0003820771101076703 +/- 0.000987944609470488,0.0046196596040292024 +/- 0.0005611495109900496,0.019520666898228567 +/- 0.0020595994554183598,0.001180965613060103 +/- 0.0027621945608990632,0.006147968044459873 +/- 0.0020727375821932297
