,hrv_rms,hrv_sum,hrv_mean,bvp_std,bvp_rms,hrv_n_below_mean,hrv_n_above_mean
0,0.350 +/- 0.050,0.333 +/- 0.075,0.333 +/- 0.075,0.267 +/- 0.073,0.258 +/- 0.069,0.192 +/- 0.053,0.175 +/- 0.079
