,scl_pct_5,bvp_ptp,bvp_min,bvp_std,bvp_max,bvp_n_above_mean,bvp_pct_95,scl_min,scl_n_sign_changes,scl_energy,hrv_mean,bvp_rms,hrv_pct_95,bvp_lineintegral,hrv_svd_entropy,scr_rms,bvp_pct_5,bvp_svd_entropy,hrv_sum,hrv_energy,scl_max,scr_max,bvp_iqr_5_95,scr_pct_5,bvp_skewness,scr_kurtosis,scl_pct_95,hrv_rms,hrv_max,scr_n_below_mean,scl_perm_entropy,scl_kurtosis,bvp_mean,hrv_min,hrv_peaks,scr_entropy,scr_skewness,scr_perm_entropy,scl_std,bvp_sum,scr_n_above_mean,scr_min,scl_peaks,bvp_entropy,scr_n_sign_changes,hrv_n_sign_changes,scr_peaks,hrv_pct_5,hrv_iqr_5_95,bvp_energy,scl_sum,scr_energy,hrv_kurtosis,scr_std,hrv_n_above_mean,hrv_iqr,hrv_n_below_mean,scr_lineintegral,bvp_kurtosis,scl_skewness,scl_lineintegral,scr_ptp,scr_svd_entropy,hrv_lineintegral,hrv_perm_entropy,scl_n_below_mean,scl_n_above_mean,bvp_iqr,hrv_skewness,scr_mean,scr_iqr_5_95,scl_mean,scr_iqr,scr_pct_95,bvp_n_sign_changes,hrv_std,scl_rms,scl_iqr_5_95,hrv_entropy,scl_ptp,hrv_ptp,bvp_perm_entropy,scr_sum,bvp_n_below_mean,scl_iqr,scl_svd_entropy,bvp_peaks,scl_entropy
0,-0.010659630606860182 +/- 0.0016985199936074725,0.001372031662269102 +/- 0.0007537127629069024,0.0014248021108179243 +/- 0.0012498912171321436,0.007071240105540888 +/- 0.0017691878220833937,0.005646437994722942 +/- 0.0020031929177944234,0.010606860158311315 +/- 0.0024576529862153067,0.003430079155672827 +/- 0.0017541709908806824,-0.004274406332453828 +/- 0.0018945987410043518,-0.01187335092348285 +/- 0.0014403529355098833,0.005171503957783629 +/- 0.0018401684194366775,0.002744063324538237 +/- 0.0012443088255991253,0.0006332453825857454 +/- 0.0010501186671309948,0.00031662269129286715 +/- 0.0006332453825857342,0.003905013192612128 +/- 0.0014586042175287956,-0.0037467018469657166 +/- 0.0009276198327834786,0.0012664907651714907 +/- 0.0017691878220834067,-0.002058047493403736 +/- 0.0008970976253298091,0.0024802110817942037 +/- 0.001002638522427454,0.00955145118733508 +/- 0.0014051215784374035,0.0074406332453826 +/- 0.0006441454150782777,-0.007071240105540921 +/- 0.002290504951367879,0.004960422163588352 +/- 0.0011846936316962284,0.0044327176781002505 +/- 0.0015866275861079512,0.00031662269129285604 +/- 0.0011609498680738644,0.0006860158311345454 +/- 0.0004749340369393007,0.0017414248021108026 +/- 0.0010300380631104672,-0.0029023746701847264 +/- 0.0016049505356987267,0.0070712401055408654 +/- 0.001890920619226289,0.0050659630606859855 +/- 0.0017691878220833896,0.00021108179419524476 +/- 0.0004221635883904895,-5.277044854882229e-05 +/- 0.0007254737247951229,5.277044854881119e-05 +/- 0.00015831134564643355,0.0004221635883904895 +/- 0.0005683551247635201,0.003482849604221616 +/- 0.0016384353241435344,-0.0006860158311345454 +/- 0.000337895738123096,0.0 +/- 0.000333749621125941,0.0006332453825857343 +/- 0.0003948978772320672,0.0003693931398416783 +/- 0.0005303364443863118,0.008654353562005269 +/- 0.0008893034061399839,0.0 +/- 0.0002359966203165939,0.00026385224274405594 +/- 0.0003539949304748908,0.00021108179419524476 +/- 0.0004221635883904895,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0005277044854881119 +/- 0.0,0.007651715039577811 +/- 0.002019805721266989,-0.0015303430079155911 +/- 0.0010929981623856609,-0.003060686015831149 +/- 0.0017309994160270932,-0.01298153034300793 +/- 0.0019201483270353766,0.0023746701846965477 +/- 0.0016894786906155495,0.0010554089709762238 +/- 0.000333749621125941,0.0034828496042216385 +/- 0.0009498680738786236,5.277044854881119e-05 +/- 0.00015831134564643355,-0.004010554089709783 +/- 0.0016720822710031425,-0.00021108179419524476 +/- 0.0004221635883904895,-0.0008443271767810123 +/- 0.0010340853795390902,-0.0015303430079155911 +/- 0.0008654997080135678,0.0005804749340369231 +/- 0.0006860158311345455,0.007810026385224256 +/- 0.0015795915089283268,0.0006860158311345566 +/- 0.0011081794195250546,0.003693931398416872 +/- 0.0015654244827642458,0.0012664907651715128 +/- 0.0019345965994536482,0.0006332453825857343 +/- 0.0005683551247635201,-0.00221635883905017 +/- 0.0006591026911238426,0.0003693931398416783 +/- 0.0004749340369393007,0.0010554089709762459 +/- 0.001635032547211568,0.00031662269129286715 +/- 0.0004221635883904895,0.009709762532981513 +/- 0.0018761360247631755,0.0005804749340369231 +/- 0.0014442144784595262,-0.021319261213720332 +/- 0.0017848585250963265,0.0032717678100263824 +/- 0.0011752536913625367,0.003377308707124005 +/- 0.0010606728887726613,0.00643799472295512 +/- 0.0013720316622691387,-0.0017414248021108357 +/- 0.0012498912171321512,0.002163588390501314 +/- 0.0014051215784374068,0.003957783641160939 +/- 0.0017382236508707797,-0.0034828496042216607 +/- 0.001400158222841309,0.005488126649076508 +/- 0.0013801263145775294,-0.002849604221635893 +/- 0.0013391638565118196,0.008601583113456457 +/- 0.002871507727791639,0.009340369393139824 +/- 0.002071534187481852,0.02105540897097624 +/- 0.0024348859092473414,-0.00036939313984171165 +/- 0.0011330295806640665,-0.027493403693931405 +/- 0.0018649706645986475,0.01424802110817941 +/- 0.004208422593641573,-0.006332453825857532 +/- 0.0019744893861604012
