,hrv_sum,hrv_mean,bvp_rms,bvp_std,bvp_lineintegral,hrv_n_below_mean,hrv_n_above_mean,hrv_pct_95,hrv_pct_5,hrv_entropy,hrv_std,scl_entropy,bvp_kurtosis,hrv_svd_entropy,bvp_iqr,hrv_iqr_5_95,bvp_pct_5,scl_iqr_5_95,hrv_perm_entropy,scl_lineintegral,scl_n_below_mean,scl_n_above_mean,scl_mean,scl_sum,scr_mean,scr_sum,scl_rms,scr_perm_entropy,scl_energy,scr_rms,scl_max,scr_pct_5,scr_ptp,scr_pct_95,scr_iqr_5_95,hrv_n_sign_changes,scr_peaks,scl_peaks,bvp_entropy,scr_min,scr_energy,scr_max,scl_iqr,scr_iqr,scr_n_below_mean,scr_n_above_mean,scr_kurtosis,scl_pct_95,scr_skewness,scl_perm_entropy,bvp_sum,bvp_mean,scr_entropy,scl_min,scr_n_sign_changes,bvp_pct_95,bvp_iqr_5_95,scl_pct_5,bvp_skewness,scl_n_sign_changes,scl_kurtosis,scr_std,scl_skewness,scl_ptp,hrv_kurtosis,hrv_skewness,bvp_svd_entropy,scr_lineintegral,hrv_peaks,scl_std,bvp_max,bvp_energy,bvp_n_sign_changes,bvp_perm_entropy,bvp_ptp,bvp_min,bvp_peaks,scr_svd_entropy,scl_svd_entropy,hrv_rms,hrv_min,hrv_energy,bvp_n_below_mean,bvp_n_above_mean,hrv_iqr,hrv_lineintegral,hrv_ptp,hrv_max
0,0.46070120355834643 +/- 0.009112395416448019,0.46070120355834643 +/- 0.009112395416448019,0.5648874934589221 +/- 0.0064270543158043095,0.3873364730507588 +/- 0.006830038136686428,0.12993197278911567 +/- 0.005822602932123383,0.1273678702250131 +/- 0.005776094077047261,0.1532182103610675 +/- 0.006110585275560448,0.0492412349555207 +/- 0.004116703174299732,0.11145996860282574 +/- 0.005906415932819454,0.07127158555729984 +/- 0.0031204712749085583,-0.0016221873364730354 +/- 0.0006802721088435296,-0.004500261643118763 +/- 0.0007474022426523163,0.010727367870225036 +/- 0.0013082155939298757,0.03422291993720565 +/- 0.002222580908591861,0.08341182626896913 +/- 0.006134736112926357,0.005232862375719527 +/- 0.0009648921462368197,0.017006802721088444 +/- 0.0028685442331063842,0.004971219256933557 +/- 0.0009138801254093453,0.0008895866038723388 +/- 0.00040869961674029284,0.00434327577184721 +/- 0.0007779209182270243,0.0007326007326007411 +/- 0.0009419152276295207,0.0007326007326007411 +/- 0.0009419152276295207,0.027472527472527486 +/- 0.003527818689834242,0.027472527472527486 +/- 0.003527818689834242,0.0014128728414442792 +/- 0.000966310063454694,0.0014128728414442792 +/- 0.000966310063454694,0.002616431187859769 +/- 0.0011701035989009983,0.0007326007326007522 +/- 0.001242735958873677,0.0009419152276295307 +/- 0.0006102513757033309,0.06410256410256411 +/- 0.00260857008490101,0.03411826268969127 +/- 0.0043454818402986276,5.232862375719183e-05 +/- 0.00028179826306301195,0.0027210884353741525 +/- 0.0008038875717287896,0.00010465724751438366 +/- 0.00020931449502876732,0.00010465724751438366 +/- 0.00020931449502876732,0.0 +/- 0.0,0.0007326007326007522 +/- 0.0005336493473148023,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.002668759811616961 +/- 0.000858253242640326,0.0 +/- 0.00033095527578944805,0.00010465724751438366 +/- 0.00039159156324162234,-0.0013082155939298733 +/- 0.0007849293563579182,-0.0013082155939298733 +/- 0.0007849293563579182,-0.0006279434850863464 +/- 0.00039159156324166983,0.12197802197802199 +/- 0.004576586165167181,0.001098901098901084 +/- 0.0008582532426403471,-0.00010465724751440586 +/- 0.0006102513757033232,0.001098901098901106 +/- 0.000949155266730374,0.001098901098901106 +/- 0.000949155266730374,0.0004186289900575568 +/- 0.0009873344983837345,0.001098901098901106 +/- 0.0010052000372736034,0.0006279434850863464 +/- 0.00039159156324166983,0.0585557299843014 +/- 0.004424477200194255,0.03422291993720568 +/- 0.0034962413581350283,0.09644165358451075 +/- 0.004446701587162093,0.0 +/- 0.0,-0.008058608058608053 +/- 0.0005827068930225121,0.0 +/- 0.0005232862375719626,0.006698063840921009 +/- 0.0021165618436584667,-0.000366300366300365 +/- 0.0007418862835561514,0.0014128728414442792 +/- 0.0009375443677220906,-0.0007849293563579329 +/- 0.0007117462327962024,0.002982731554160134 +/- 0.0010736935912445506,0.0 +/- 0.0,0.038147566718995295 +/- 0.003953842218705084,0.0 +/- 0.0,0.004186289900575635 +/- 0.0012602401443006087,0.022082679225536382 +/- 0.003983854800769083,0.029094714809000544 +/- 0.00338481666746127,-0.00010465724751438366 +/- 0.00020931449502876732,0.0009942438513867113 +/- 0.000493667249191879,0.01381475667189953 +/- 0.0008818576424046518,0.0070120355834641605 +/- 0.0011978569484311396,0.03390894819466249 +/- 0.0025827237423868376,0.0006802721088435381 +/- 0.0013453647443414502,0.13835688121402406 +/- 0.006962657196642555,0.4616954474097331 +/- 0.008194234751216355,0.1729984301412873 +/- 0.004791427793724588,0.09916274201988487 +/- 0.003488792946265462,0.004814233385661959 +/- 0.0017323856993455564,0.004814233385661959 +/- 0.0017323856993455564,0.03464154892726323 +/- 0.002507409429766795,0.14238618524332813 +/- 0.005043404416134796,0.0019361590790162198 +/- 0.0009663100634547156,0.1609105180533752 +/- 0.007562346156542102
