,bvp_n_below_mean,scl_min,scl_pct_5,bvp_pct_5,bvp_iqr_5_95,bvp_energy,hrv_iqr,bvp_peaks,hrv_lineintegral,bvp_n_sign_changes,bvp_lineintegral,hrv_rms,hrv_peaks,hrv_energy,hrv_max,hrv_n_below_mean,scr_svd_entropy,hrv_n_sign_changes,hrv_n_above_mean,hrv_svd_entropy,hrv_iqr_5_95,hrv_pct_5,hrv_pct_95,hrv_entropy,bvp_max,bvp_rms,bvp_sum,bvp_mean,scl_ptp,hrv_std,scr_perm_entropy,hrv_mean,hrv_ptp,scr_entropy,scr_pct_5,scr_pct_95,scr_iqr,scr_n_sign_changes,scr_n_below_mean,scr_iqr_5_95,scl_n_below_mean,scl_n_above_mean,scr_std,scr_min,scl_pct_95,scl_iqr,scl_iqr_5_95,scl_perm_entropy,scr_lineintegral,scr_rms,scr_peaks,scr_kurtosis,scr_skewness,scr_energy,scr_max,scr_n_above_mean,bvp_entropy,scl_mean,scl_std,scl_peaks,scl_sum,scl_lineintegral,scl_n_sign_changes,scl_rms,scl_skewness,scl_max,scr_sum,bvp_kurtosis,bvp_pct_95,hrv_skewness,hrv_min,hrv_kurtosis,scr_ptp,scl_energy,hrv_perm_entropy,scl_kurtosis,bvp_iqr,hrv_sum,scl_svd_entropy,bvp_skewness,bvp_std,bvp_n_above_mean,bvp_ptp,scl_entropy,scr_mean,bvp_perm_entropy,bvp_min,bvp_svd_entropy
0,0.016897233201581076 +/- 0.0033128566431304906,-0.024999999999999946 +/- 0.0022662737037904665,0.0015316205533597138 +/- 0.0012192650868827189,0.0 +/- 0.0,0.0 +/- 0.0,-0.0008893280632410794 +/- 0.001393946243049987,0.0021245059288537817 +/- 0.0009123609344179574,0.05316205533596842 +/- 0.006080086981389396,0.0027667984189723494 +/- 0.0010642618195918045,0.0012845849802371801 +/- 0.0008614424789606037,0.0 +/- 0.0,0.0 +/- 0.0,0.009683794466403184 +/- 0.0012538120099258251,0.0 +/- 0.0,-4.940711462448899e-05 +/- 0.00026606545489794105,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0010869565217390797 +/- 0.0006916996047430695,-0.00019762845849798926 +/- 0.0005501743441531531,0.000988142292490135 +/- 0.00031247802966090523,0.00029644268774707826 +/- 0.0003277297223671425,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.011166007905138376 +/- 0.0011733539611697506,0.0 +/- 0.0,4.940711462451119e-05 +/- 0.0001482213438735336,0.0 +/- 0.0,0.007559288537549447 +/- 0.0011277383607226482,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0034584980237154506 +/- 0.0012302272330028633,0.0 +/- 0.0,0.0 +/- 0.0,0.00044466403162056744 +/- 0.0006792355279084797,0.0 +/- 0.0,0.0 +/- 0.0,-0.00034584980237150064 +/- 0.0006647047454087842,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0006422924901186011 +/- 0.00031635989315378205,0.026333992094861702 +/- 0.0029400346930458098,0.0 +/- 0.0,0.0 +/- 0.0,0.0004940711462450897 +/- 0.00044191066749008686,0.0 +/- 0.0,0.0 +/- 0.0,0.0005434782608695898 +/- 0.00034584980237153555,0.0 +/- 0.0,0.0 +/- 0.0,0.00563241106719371 +/- 0.0008326234953731439,0.0 +/- 0.0,0.0 +/- 0.0,-0.005830039525691655 +/- 0.0014113494918069095,0.0 +/- 0.0,0.0 +/- 0.0,4.4408920985006264e-17 +/- 0.0017950496170538413,0.00034584980237155615 +/- 0.0003858819009835345,0.0024209486166008264 +/- 0.0008103369301806734,0.0 +/- 0.0,0.0012845849802371689 +/- 0.0009930707135494884,0.0 +/- 0.0,0.0037055335968380065 +/- 0.0010654080362079122,0.0 +/- 0.0,0.0017292490118577253 +/- 0.0005949404436162144,0.0 +/- 0.0,-0.0007411067193675569 +/- 0.000594940443616219,0.0 +/- 0.0,-0.00029644268774701164 +/- 0.00032772972236711905,0.0 +/- 0.0,0.0 +/- 0.0,0.07574110671936764 +/- 0.0032702135856468016,0.0014822134387352027 +/- 0.0017115126557004652,-0.004150197628458441 +/- 0.0014353595895586794,0.01067193675889332 +/- 0.00208682925710898,0.0 +/- 0.0,0.030039525691699633 +/- 0.002853661873160795,0.0 +/- 0.0,-0.0007905138339920681 +/- 0.001485503594700876,0.014970355731225338 +/- 0.002688491672018337,0.006225296442687778 +/- 0.001916078995026207
