,bvp_ptp,scl_mean,bvp_std,hrv_max,bvp_max,bvp_energy,scl_max,hrv_mean,hrv_pct_95,bvp_n_above_mean,bvp_pct_5,hrv_energy,bvp_min,scl_sum,bvp_skewness,bvp_pct_95,scl_pct_95,scr_lineintegral,scl_energy,scl_pct_5,scl_min,bvp_kurtosis,bvp_iqr_5_95,hrv_svd_entropy,hrv_pct_5,hrv_min,hrv_rms,bvp_svd_entropy,bvp_lineintegral,hrv_lineintegral,scr_svd_entropy,bvp_rms,scr_ptp,hrv_skewness,hrv_peaks,scr_pct_5,scl_n_sign_changes,bvp_iqr,scl_std,scl_iqr_5_95,scl_perm_entropy,scl_n_above_mean,scr_pct_95,hrv_n_below_mean,scr_n_below_mean,scl_n_below_mean,scr_peaks,scr_n_sign_changes,bvp_mean,bvp_entropy,hrv_n_sign_changes,scr_min,scr_entropy,bvp_sum,scl_peaks,scl_iqr,hrv_n_above_mean,hrv_ptp,scr_n_above_mean,scr_energy,scr_rms,scr_perm_entropy,scl_ptp,hrv_perm_entropy,scr_iqr_5_95,hrv_iqr,scr_skewness,scl_rms,scr_kurtosis,scr_std,hrv_iqr_5_95,hrv_kurtosis,scl_kurtosis,scl_skewness,scr_iqr,scl_lineintegral,scr_sum,hrv_std,hrv_sum,hrv_entropy,bvp_n_sign_changes,scr_max,bvp_n_below_mean,scr_mean,scl_svd_entropy,bvp_perm_entropy,bvp_peaks,scl_entropy
0,-0.00015455950540957942 +/- 0.0002360935443047781,0.00041215868109221174 +/- 0.0007571838463008118,0.00041215868109221174 +/- 0.0002060793405461059,-0.00020607934054610587 +/- 0.00025239461543360395,-0.0014425553838227413 +/- 0.0005548856060931881,0.00025759917568263235 +/- 0.00025759917568263235,0.00020607934054610587 +/- 0.00025239461543360395,-0.0006182380216383177 +/- 0.00030911901081915883,-0.0008243173621844235 +/- 0.0003417439248176537,0.007573415765069558 +/- 0.002471341567276957,0.00030911901081915883 +/- 0.0005254012893964634,0.00025759917568263235 +/- 0.00025759917568263235,0.00010303967027305294 +/- 0.0003855391434079199,-0.0028335909325090114 +/- 0.0009569384657911997,-0.00025759917568263235 +/- 0.000345605560664566,0.00041215868109221174 +/- 0.00030911901081915883,0.0008243173621844235 +/- 0.00025239461543360395,5.151983513652647e-05 +/- 0.00015455950540957942,-0.0012879958784131728 +/- 0.0015326609768823664,-0.003863987635239574 +/- 0.001036816681993731,-0.00010303967027305294 +/- 0.0004491395098959898,5.151983513652647e-05 +/- 0.000277442803046594,0.0 +/- 0.0,0.00025759917568263235 +/- 0.000345605560664566,-0.002163833075734134 +/- 0.0006008193606229273,-0.0004636785162287382 +/- 0.00042795589195867586,0.00015455950540957942 +/- 0.0003298879050712371,-0.00030911901081915883 +/- 0.0005254012893964634,-0.0005667181865017911 +/- 0.0006697578567748441,0.00010303967027305294 +/- 0.0002060793405461059,-0.00010303967027305294 +/- 0.00030911901081915883,0.0016486347243688582 +/- 0.0005047892308672282,0.00030911901081915883 +/- 0.00025239461543360395,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,5.151983513652647e-05 +/- 0.00015455950540957942,-0.00015455950540957942 +/- 0.0008323284091397821,5.151983513652647e-05 +/- 0.000277442803046594,0.0003606388459556853 +/- 0.00023609354430477808,0.00010303967027305294 +/- 0.00020607934054610587,0.0 +/- 0.0,0.0006182380216383177 +/- 0.00030911901081915883,0.0 +/- 0.0,0.00010303967027305294 +/- 0.00020607934054610587,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00020607934054610587 +/- 0.00025239461543360395,0.0 +/- 0.0,-0.00025759917568263235 +/- 0.00025759917568263235,0.0 +/- 0.0,0.0003606388459556853 +/- 0.00023609354430477808,5.151983513652647e-05 +/- 0.00015455950540957942,0.0 +/- 0.0,0.00025759917568263235 +/- 0.00025759917568263235,0.0 +/- 0.0,0.00015455950540957942 +/- 0.0002360935443047781,0.0003606388459556853 +/- 0.00023609354430477808,5.151983513652647e-05 +/- 0.00015455950540957942,-0.0021123132405976076 +/- 0.0009056360551904835,0.0 +/- 0.0,0.0003606388459556853 +/- 0.00023609354430477808,0.0 +/- 0.0,0.0 +/- 0.0,0.00030911901081915883 +/- 0.00025239461543360395,0.0 +/- 0.0,-0.00020607934054610587 +/- 0.00034174392481765376,0.0005667181865017911 +/- 0.0004860371526046576,0.0005667181865017911 +/- 0.000277442803046594,5.151983513652647e-05 +/- 0.000277442803046594,-0.0025244719216898303 +/- 0.0004860371526046964,0.0 +/- 0.0,0.00041215868109221174 +/- 0.0005047892308672079,0.0004636785162287382 +/- 0.00015455950540957942,0.0038124678001030476 +/- 0.001680526164894388,-0.00030911901081915883 +/- 0.0004121586810922118,0.002215352910870694 +/- 0.0009230537283446388,0.01916537867078828 +/- 0.0027046686756118823,0.002060793405461103 +/- 0.0014753035613886104,0.00010303967027305294 +/- 0.00030911901081915883
