,accy_pct_95,accx_perm_entropy,accz_perm_entropy,accx_lineintegral,accy_pct_5,accz_mean,accy_n_sign_changes,accy_mean,accz_svd_entropy,accz_pct_95,accz_peaks,accz_pct_5,accz_sum,accx_energy,accy_perm_entropy,accy_kurtosis,accy_n_below_mean,accz_rms,accy_min,accx_pct_5,accz_iqr,accz_min,accy_skewness,accx_iqr_5_95,accy_ptp,accx_rms,accx_svd_entropy,accx_max,accy_iqr_5_95,accy_energy,accx_kurtosis,accy_max,accz_ptp,accz_max,accx_mean,accx_peaks,accx_sum,accy_std,accy_peaks,accx_n_above_mean,accx_n_below_mean,accy_entropy,accz_energy,accz_n_above_mean,accz_n_sign_changes,accz_n_below_mean,accz_kurtosis,accz_std,accy_iqr,accz_entropy,accx_min,accx_skewness,accx_iqr,accz_lineintegral,accy_n_above_mean,accz_skewness,accy_rms,accx_std,accx_entropy,accy_sum,accy_lineintegral,accz_iqr_5_95,accx_n_sign_changes,accx_ptp,accy_svd_entropy,accx_pct_95
0,0.10683039140445132 +/- 0.005102885712932992,0.09309286262471224 +/- 0.005027300455920889,0.0005372217958557357 +/- 0.0002545375894363401,0.0 +/- 0.0,0.0650805832693784 +/- 0.004172610044226613,0.02705295471987723 +/- 0.0020323196741159452,0.03983115886415969 +/- 0.003286663561836346,0.08223330775134309 +/- 0.003173842591212949,0.009171143514965497 +/- 0.0014198004604758264,0.011742133537989308 +/- 0.0016207760615458882,0.03511128165771301 +/- 0.003534691470848623,0.0 +/- 0.0,0.011742133537989308 +/- 0.0016918962152761815,0.0 +/- 0.0,0.014773599386032277 +/- 0.0028574350254998515,0.008019953952417535 +/- 0.0012663085188027816,0.00049884881043748 +/- 0.0005957089292501893,-0.0029547198772064244 +/- 0.0007086026597321372,0.02022256331542598 +/- 0.002231249694567403,0.0018035303146585302 +/- 0.0006657464149231584,0.007981580966999269 +/- 0.0013814274750575562,-0.00855717574827316 +/- 0.0021160883620816775,-0.0006139677666921917 +/- 0.0002545375894362933,-0.013430544896392903 +/- 0.0008580460389484888,0.0 +/- 0.0,0.038449731389102126 +/- 0.003361964100354478,0.018879508825786706 +/- 0.0016971100834609304,0.004796623177283232 +/- 0.0008792355516032004,-0.00046047582501914654 +/- 0.0009677298705232759,-0.002110514198004565 +/- 0.0005219290294986915,0.003568687643898727 +/- 0.0008415852724275253,0.025326170376055314 +/- 0.0029324594281723484,0.0 +/- 0.0,0.0038756715272448396 +/- 0.0005547518148427264,0.0 +/- 0.0,0.0 +/- 0.0,0.008288564850345403 +/- 0.0009585568685185653,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.006561780506523429 +/- 0.0006055154964719594,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0011128165771296494 +/- 0.0005806886396938277,0.0 +/- 0.0,-0.00015349194167306733 +/- 0.00018798846836402615,0.0 +/- 0.0,0.003491941673062182 +/- 0.0005547518148427103,0.0012663085188028057 +/- 0.0007290867229470699,0.00030698388334613467 +/- 0.0002871571286856537,0.09389869531849582 +/- 0.0024930630653539243,0.0 +/- 0.0,-0.00015349194167306733 +/- 0.00018798846836402615,0.021910974673829665 +/- 0.002459765235692611,0.0 +/- 0.0,0.0 +/- 0.0,0.043476592478894883 +/- 0.0032922590297470066,0.0013430544896393393 +/- 0.0006246669453607159,0.025134305448963966 +/- 0.0014985129846328998,0.002340752110514266 +/- 0.00052754133096191,0.03453568687643903 +/- 0.002263680921527636,0.007521105141980078 +/- 0.0013534299377243608,0.0 +/- 0.0
