,accx_energy,accz_energy,accz_perm_entropy,accx_sum,accx_mean,accy_rms,accz_peaks,accy_energy,accy_svd_entropy,accy_peaks,accz_std,accx_peaks,accz_svd_entropy,accz_mean,accz_sum,accy_pct_95,accx_max,accx_rms,accx_lineintegral,accx_svd_entropy,accy_perm_entropy,accz_lineintegral,accx_n_below_mean,accx_iqr_5_95,accy_entropy,accx_iqr,accz_entropy,accz_n_sign_changes,accy_std,accz_pct_95,accx_min,accx_ptp,accz_n_above_mean,accx_n_sign_changes,accz_ptp,accx_n_above_mean,accy_kurtosis,accy_mean,accy_sum,accy_max,accy_n_above_mean,accz_kurtosis,accx_entropy,accy_min,accy_n_below_mean,accx_kurtosis,accz_max,accz_min,accz_skewness,accy_skewness,accy_iqr,accy_pct_5,accy_ptp,accz_n_below_mean,accx_skewness,accz_iqr,accy_lineintegral,accz_pct_5,accy_iqr_5_95,accx_pct_95,accx_pct_5,accz_iqr_5_95,accx_std,accx_perm_entropy,accz_rms,accy_n_sign_changes
0,0.046671887235708656 +/- 0.004157733422853032,0.08429913860610799 +/- 0.006126235449478541,0.11942051683633514 +/- 0.0060073417115147024,0.043108848864526185 +/- 0.0043721486530611765,0.061393891934220804 +/- 0.004985985083706064,0.11362568519968672 +/- 0.00427768215622478,0.011589663273296724 +/- 0.00223693921019353,0.02470634299138601 +/- 0.0033382314278846883,-0.0003915426781519571 +/- 0.0008578270281991683,0.02474549725920121 +/- 0.002897415818324199,0.03817541111981201 +/- 0.00303413997902259,-0.00019577133907601186 +/- 0.0008259601844059783,0.004659357870007786 +/- 0.0028528929102500837,-0.0025058731401723213 +/- 0.0020880644676543854,-0.0025058731401723213 +/- 0.0020880644676543854,0.03860610806577911 +/- 0.0023110970342010476,0.010454189506656174 +/- 0.001263294111581966,-0.0013703993735317498 +/- 0.0012412582211548356,0.020869224745497194 +/- 0.002992421112652378,0.005912294440093913 +/- 0.0030300951313932288,0.07580266249021138 +/- 0.006561582433363888,-0.0018010963194988738 +/- 0.0009132266084330915,0.0010963194988253266 +/- 0.002062950645625613,0.003406421299921647 +/- 0.0013681601573732095,-0.004581049334377496 +/- 0.0014338162430383972,-0.001331245105716561 +/- 0.001110215104053079,-0.003993735317149605 +/- 0.001032960529230471,0.0004306969459670684 +/- 0.0022726345905922413,-0.007361002349256129 +/- 0.001659328120627807,-0.0007830853563038809 +/- 0.0005807516434687392,-0.004032889584964794 +/- 0.0009273860048807422,0.0006656225528582027 +/- 0.0016799873103308513,-2.2204460492503132e-17 +/- 0.0002476333328244793,0.0 +/- 0.0,0.004698512137822963 +/- 0.0014545164934226145,0.003484729835552025 +/- 0.0024291428925992333,0.00027407987470630114 +/- 0.00043069694596711383,-0.0003132341425215901 +/- 0.0002349256068911787,-0.0003132341425215901 +/- 0.0002349256068911787,0.003484729835552025 +/- 0.0008833605460202407,0.002310101801096276 +/- 0.0008479407920010967,-0.00140955364134695 +/- 0.0008613938919342206,-0.0022317932654659757 +/- 0.0007230299652552727,-0.0009788566953798372 +/- 0.0007272582467112878,-0.005833985904463612 +/- 0.0011273437782997782,-0.00313234142521539 +/- 0.0009429596381200072,0.0005481597494126466 +/- 0.0003992967512601738,0.0032498042286608795 +/- 0.0017071440373212007,0.0 +/- 0.0,0.0017619420516835737 +/- 0.0006373853013351511,0.0004698512137822575 +/- 0.0005481597494126721,-0.0003132341425215568 +/- 0.0017227877838684286,0.0013703993735316722 +/- 0.0008798827350917903,7.830853563035589e-05 +/- 0.0002930037107888902,-0.0009788566953798372 +/- 0.0006837998902338823,-0.0017619420516836847 +/- 0.0017444533602150002,0.002310101801096276 +/- 0.0014697199983651843,-0.0027407987470634554 +/- 0.001828131171484522,0.0005090054815974576 +/- 0.00035238841033670144,-0.0006656225528583138 +/- 0.0003934955215787255,-0.00027407987470638994 +/- 0.0012991902915455698,-0.003954581049334427 +/- 0.0014801141872698262,-0.009514487079091638 +/- 0.0015861103445989964,0.01135473766640559 +/- 0.0018613726427571984,-0.0025841816758027103 +/- 0.0020807095153620083,-0.004463586530931896 +/- 0.0015875595092179557
