,accz_sum,accz_pct_95,accz_max,accy_pct_95,accy_max,accz_mean,accz_perm_entropy,accz_min,accz_pct_5,accy_pct_5,accy_iqr,accz_svd_entropy,accz_ptp,accx_n_sign_changes,accx_perm_entropy,accy_kurtosis,accy_n_above_mean,accx_lineintegral,accx_svd_entropy,accx_max,accz_skewness,accz_std,accy_skewness,accx_skewness,accx_iqr,accx_entropy,accz_entropy,accx_kurtosis,accy_peaks,accy_std,accy_min,accx_n_above_mean,accy_n_below_mean,accy_entropy,accy_sum,accy_perm_entropy,accz_n_below_mean,accx_iqr_5_95,accx_pct_95,accx_mean,accx_peaks,accz_rms,accy_n_sign_changes,accz_n_above_mean,accz_kurtosis,accy_lineintegral,accz_iqr_5_95,accz_iqr,accx_ptp,accz_n_sign_changes,accx_min,accz_peaks,accx_n_below_mean,accz_energy,accy_iqr_5_95,accy_svd_entropy,accy_energy,accz_lineintegral,accx_std,accy_mean,accy_rms,accx_rms,accx_sum,accy_ptp,accx_energy,accx_pct_5
0,-0.0005027230833682617 +/- 0.001576446394824214,-0.0022203602848764326 +/- 0.0014518410935201737,-0.0015500628403854245 +/- 0.0006503634141709293,-0.017050691244239656 +/- 0.002890657729367422,-0.0067029744449099374 +/- 0.0017475202023137025,-0.008127356514453288 +/- 0.00234154815458437,0.010515291160452444 +/- 0.001276895739767749,-0.0046082949308756 +/- 0.0009913832900041474,-0.001005446166736501 +/- 0.0016354605191406086,-0.001968998743192307 +/- 0.0015110757265916512,0.0008797653958944162 +/- 0.0006056486089149998,0.0029325513196480912 +/- 0.001426844270291286,0.0019271051529115902 +/- 0.001429302229512551,-0.002346041055718484 +/- 0.0012455859863693736,0.008588186007540854 +/- 0.0013412493165967335,-0.0005446166736489344 +/- 0.0005636206136185095,-0.00020946795140346363 +/- 0.0006819782403058065,0.0025555090071219142 +/- 0.0011617448365196798,0.0015081692501047184 +/- 0.0013405948889819823,-0.0008797653958944496 +/- 0.0011465380966404763,0.00029325513196477583 +/- 0.0004608294930875496,-0.0015081692501047518 +/- 0.0009949176444941862,-0.0010892333472978688 +/- 0.0007060033324823156,-0.0012987012987013102 +/- 0.0005759416457841646,-0.0014662756598240346 +/- 0.0008837462551206198,0.0005027230833682284 +/- 0.00045120777604813864,-8.37871805613788e-05 +/- 0.0006959885934577345,0.000586510263929596 +/- 0.0003839610971894387,-0.0015081692501047628 +/- 0.0008626418216160031,-4.189359028069495e-05 +/- 0.001263076114929303,0.0038961038961038974 +/- 0.001415110662258454,-0.0009635525764558062 +/- 0.0005939441507648866,-0.0016338500209468142 +/- 0.0008047495899580666,8.378718056136769e-05 +/- 0.00016757436112273537,-0.0002513615416841475 +/- 0.0009771180385161693,-0.0022203602848764213 +/- 0.0012713859158352068,-0.0008378718056137435 +/- 0.0005620614941348511,-0.002010892333473002 +/- 0.0009699067367230768,0.00041893590280684957 +/- 0.0007948749878931747,-0.002136573104315065 +/- 0.0006610697041499729,0.0004608294930875334 +/- 0.0006871059684481251,-0.00041893590280687174 +/- 0.001124122988269698,0.002597402597402587 +/- 0.0009330145559832575,-0.00020946795140345254 +/- 0.0005381329107107278,0.0008378718056137102 +/- 0.00045892128823223506,-0.002639296187683293 +/- 0.0012434706392673426,-0.0018433179723502447 +/- 0.0007304397056624417,-0.003937997486384593 +/- 0.0014045290837235175,0.0021365731043150203 +/- 0.0008047495899580515,-0.0003770423125262101 +/- 0.0012491036041789476,-0.00041893590280688285 +/- 0.0009735190648196195,0.0006702974444909637 +/- 0.0007540846250523697,-0.00041893590280687174 +/- 0.0006213823617172636,-0.00020946795140345254 +/- 0.0006819782403058029,-0.004650188521156273 +/- 0.0009264073895054801,-0.0006284038542103243 +/- 0.0009414413512461194,-0.003477167993297037 +/- 0.0012149141181399177,-0.00100544616673649 +/- 0.0008209433574472155,-0.0025974025974025983 +/- 0.0013869246214701864,-0.0009635525764558284 +/- 0.001170774077292175,-0.0029325513196481134 +/- 0.0010924511780817103,-0.00041893590280688285 +/- 0.0005620614941348428,-0.0008378718056137435 +/- 0.001076265821421447,-0.0005446166736489566 +/- 0.0012003811296098993,-0.0009216589861751445 +/- 0.001072999453277382,-0.006367825722664455 +/- 0.0014366508755326649
