,scl_svd_entropy,scl_pct_5,scl_pct_95,scr_sum,scr_mean,scl_std,scl_ptp,scr_std,scr_lineintegral,scl_sum,scl_peaks,scl_kurtosis,scl_iqr,scl_n_sign_changes,scr_pct_5,scr_pct_95,scr_iqr_5_95,scr_entropy,scl_energy,scl_n_above_mean,scl_n_below_mean,scr_min,scr_n_below_mean,scr_n_above_mean,scl_skewness,scl_perm_entropy,scr_skewness,scr_perm_entropy,scr_kurtosis,scr_n_sign_changes,scr_energy,scl_rms,scr_svd_entropy,scl_max,scr_peaks,scr_iqr,scr_ptp,scr_max,scl_entropy,scl_iqr_5_95,scr_rms,scl_lineintegral,scl_mean,scl_min
0,0.132272581163613 +/- 0.00425528842651038,0.0523625843780135 +/- 0.0033970906371858342,0.1003857280617165 +/- 0.0036225880228562862,0.1883317261330762 +/- 0.003909033509510686,0.1883317261330762 +/- 0.003909033509510686,0.11915782706525235 +/- 0.002991465566262295,0.08334940533590489 +/- 0.002452442244964643,0.21851494696239154 +/- 0.005895249101892397,0.21395049823207976 +/- 0.005080786835995951,0.08611378977820641 +/- 0.003557544213249136,0.005978784956605643 +/- 0.002162027865098084,0.004018000642880137 +/- 0.0024909011592490235,-0.0005785920925747368 +/- 0.000571404334125062,0.0026358084217293796 +/- 0.0010544017657895723,0.00247508839601418 +/- 0.000943195162399301,-0.002764384442301482 +/- 0.0013652690827126459,-0.003021536483445819 +/- 0.0014172553960172596,0.013050466088074609 +/- 0.0035886302120097476,-0.0008357441337190297 +/- 0.0012129837521127156,-0.002957248473159713 +/- 0.001174906260526949,-0.002957248473159713 +/- 0.001174906260526949,0.0002571520411443373 +/- 0.00031494564355940603,-0.0002571520411443373 +/- 0.0002802249401183449,-0.0002571520411443373 +/- 0.0002802249401183449,-0.003632272581163587 +/- 0.0012618313356728115,0.0006428801028608322 +/- 0.0011409989938475642,3.214400514306437e-05 +/- 0.0009691297609567053,0.00691096110575381 +/- 0.0028867034732403597,0.0013821922211507908 +/- 0.0008983084932486136,0.006685953069752515 +/- 0.002101932847865232,-0.0015750562520089884 +/- 0.0010990241721169258,0.09897139183542271 +/- 0.0034693196147430588,0.15969141755062685 +/- 0.009208906855930442,0.17013821922211508 +/- 0.004435523304618385,0.01243972999035684 +/- 0.002970669585486876,-0.002539376406300198 +/- 0.0015311482306415258,0.004757312761170085 +/- 0.0022214275208191636,0.0046930247508840004 +/- 0.0022647270914572283,-0.0015750562520089773 +/- 0.0022290888392910205,0.011925425908068166 +/- 0.003215846669223839,0.08469945355191259 +/- 0.004421991800770694,0.01546126647380266 +/- 0.0035166481840758967,0.18193506910961105 +/- 0.006503900791684256,0.03696560591449697 +/- 0.0023795249788906288
