,scl_svd_entropy,scl_pct_5,scl_pct_95,scr_sum,scr_mean,scl_std,scl_ptp,scr_std,scr_lineintegral,scl_sum,scl_peaks,scl_kurtosis,scl_iqr,scl_n_sign_changes,scr_pct_5,scr_pct_95,scr_iqr_5_95,scr_entropy,scl_energy,scl_n_above_mean,scl_n_below_mean,scr_min,scr_n_below_mean,scr_n_above_mean,scl_skewness,scl_perm_entropy,scr_skewness,scr_perm_entropy,scr_kurtosis,scr_n_sign_changes,scr_energy,scl_rms,scr_svd_entropy,scl_max,scr_peaks,scr_iqr,scr_ptp,scr_max,scl_entropy,scl_iqr_5_95,scr_rms,scl_lineintegral,scl_mean,scl_min
0,0.02729335494327395 +/- 0.005580262444863627,-0.029821717990275498 +/- 0.0029101297487797023,-0.021426256077795757 +/- 0.0022849638312579857,0.002074554294975728 +/- 0.004956832376950487,0.002074554294975728 +/- 0.004956832376950487,0.005737439222042173 +/- 0.0043803328218691324,0.004473257698541367 +/- 0.004953863832676126,0.004116693679092409 +/- 0.005578850065816923,0.02858995137763377 +/- 0.006195913284652373,-0.023306320907617462 +/- 0.0021228673361469047,-0.0005186385737438904 +/- 0.00036095717101004653,0.009886547811993551 +/- 0.002204452270459543,-0.0014910858995137444 +/- 0.00063519993329872,-0.0010696920583468162 +/- 0.00043609802421633895,-0.001426256077795751 +/- 0.0009527998999480723,-0.00495948136142621 +/- 0.0021795261554637545,-0.005705024311183105 +/- 0.0019405678505148422,-0.000453808752025886 +/- 0.0026341976860823233,-0.014910858995137721 +/- 0.001587999833246786,-0.0017179902755267151 +/- 0.0013602680880620587,-0.0017179902755267151 +/- 0.0013602680880620587,-0.0006482982171798657 +/- 0.00048079082574364803,-0.0018800648298216815 +/- 0.0012197658166759593,-0.0018800648298216815 +/- 0.0012197658166759593,-0.0012965964343597757 +/- 0.0010750809693210461,-0.007844408427876792 +/- 0.0014697937178287928,-0.0014586709886547644 +/- 0.000742718913282972,0.009076175040518686 +/- 0.0033966124855571394,-0.003014586709886513 +/- 0.001015264814480762,0.0013290113452188556 +/- 0.0021862649891626817,0.007617504051863888 +/- 0.0016796429702472004,-0.00269043760129658 +/- 0.002981643248206808,0.04032414910858999 +/- 0.008761864929927615,0.06518638573743925 +/- 0.00309031594948853,0.00453808752025936 +/- 0.0012041604940685015,0.006904376012966007 +/- 0.0014354353209390179,0.01487844408427882 +/- 0.0025085455317919963,0.015267423014586745 +/- 0.002674770339821873,0.010405186385737463 +/- 0.0023707247329953106,0.008719611021069728 +/- 0.0032332147177724147,0.011928687196110255 +/- 0.0036031619401206355,0.008687196110210727 +/- 0.002648518407237018,0.08470016207455432 +/- 0.0029247160540569416,0.06401944894651543 +/- 0.0030725847616102286
