,scl_min,scr_iqr,scl_rms,scr_svd_entropy,scl_svd_entropy,scl_max,scl_std,scr_perm_entropy,scr_n_below_mean,scr_pct_5,scr_max,scr_mean,scl_sum,scl_kurtosis,scl_iqr_5_95,scr_ptp,scl_peaks,scr_peaks,scr_n_sign_changes,scl_n_sign_changes,scr_min,scl_ptp,scl_energy,scr_kurtosis,scr_iqr_5_95,scl_n_above_mean,scr_pct_95,scl_perm_entropy,scl_lineintegral,scl_skewness,scl_n_below_mean,scr_energy,scr_sum,scr_entropy,scr_n_above_mean,scr_std,scl_iqr,scr_skewness,scr_lineintegral,scl_entropy,scr_rms,scl_pct_95,scl_pct_5,scl_mean
0,-0.0034321892702432024 +/- 0.003914617042661027,0.008197267577474233 +/- 0.004416169345426007,-0.018527157614128563 +/- 0.002973716963321983,0.0015994668443852556 +/- 0.0017556734251675456,0.022292569143618834 +/- 0.004033090747640168,0.003732089303565522 +/- 0.0037693904011674227,0.051416194601799435 +/- 0.002661818118432726,-6.664445184935141e-05 +/- 0.0013963563372047239,0.0006664445184938583 +/- 0.0007885477884837827,0.011129623458847094 +/- 0.0016063939744343655,0.004231922692435897 +/- 0.0025984927310739006,0.023092302565811473 +/- 0.0006997667444185396,-0.023258913695434813 +/- 0.0031640326479091567,0.005664778407197646 +/- 0.0011921721972674398,-0.04171942685771405 +/- 0.0024882578743877985,-0.03188937020992999 +/- 0.00243069593133447,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0003332222592469236 +/- 0.0,0.0004331889370210118 +/- 0.0005383370350350922,0.027057647450849754 +/- 0.0011231122656683117,0.0016994335221593327 +/- 0.0019168246608823256,-0.011962679106964292 +/- 0.002130799370709509,-0.0054648450516494255 +/- 0.0019781169049857975,0.002465844718427235 +/- 0.0005414220862803136,-0.0067310896367877016 +/- 0.0011427143085292843,-0.012095968010663049 +/- 0.002299233588803729,0.005798067310896426 +/- 0.0010238114958838228,0.0006331222925691993 +/- 0.002883672394044646,-0.002565811396201212 +/- 0.0016327890703099104,0.006164611796068031 +/- 0.0014620067289890007,9.996667777407708e-05 +/- 0.00015270162262432258,0.0 +/- 0.0,0.0029990003332223125 +/- 0.0010642265526605529,-0.005531489503498821 +/- 0.0003054032452486452,0.0014995001666111673 +/- 0.0021556673095149644,-0.0001666111296234285 +/- 0.0007338459028838502,0.0011329556814395735 +/- 0.005688641741519047,-0.005731422859046942 +/- 0.002278616594105798,-0.013928690436521108 +/- 0.0022143615762527393,-0.08660446517827386 +/- 0.0043560447180563495,-0.005298233922025941 +/- 0.006384402831574131,-0.004798400533155567 +/- 0.002285428617058623
