,scr_svd_entropy,scr_iqr_5_95,scr_pct_95,scr_rms,scr_lineintegral,scr_std,scr_max,scl_rms,scl_pct_95,scr_iqr,scr_skewness,scl_ptp,scl_min,scr_sum,scr_kurtosis,scr_energy,scl_pct_5,scl_std,scr_n_above_mean,scl_lineintegral,scr_mean,scl_svd_entropy,scl_entropy,scl_energy,scl_kurtosis,scl_skewness,scl_max,scl_perm_entropy,scr_min,scr_perm_entropy,scr_ptp,scl_n_sign_changes,scl_n_above_mean,scr_entropy,scr_peaks,scr_n_sign_changes,scl_n_below_mean,scr_pct_5,scl_peaks,scr_n_below_mean,scl_iqr_5_95,scl_iqr,scl_mean,scl_sum
0,0.00944907110826394 +/- 0.002224926968201429,0.0027866752081998625 +/- 0.000928891736066626,0.003042921204356186 +/- 0.0013832686022863083,-0.0012812299807815398 +/- 0.0021865532563582193,0.0383408071748879 +/- 0.0021345556798905937,0.0014093529788596904 +/- 0.0009736504902992213,0.0025304292120435614 +/- 0.0011676954601895085,0.0007367072389493967 +/- 0.0012896106431260546,0.0021780909673286496 +/- 0.0017414833080164297,0.002049967969250499 +/- 0.0016594277830863033,0.001985906470211407 +/- 0.0015213763083969235,0.004740550928891763 +/- 0.0014381770865242653,0.003363228699551579 +/- 0.0013532754756103778,0.0026585522101217228 +/- 0.0012975419026604227,-0.00368353619474695 +/- 0.0014903766975185096,0.0006726457399103159 +/- 0.0006787194138506387,0.0050288276745676045 +/- 0.001658500123766763,0.002274183215887249 +/- 0.0012768181568222079,-0.00025624599615629016 +/- 0.0008807000054367479,-0.003907751441383722 +/- 0.0011619703489568953,0.004772581678411292 +/- 0.0008648302370275379,-0.011691223574631638 +/- 0.0030797861317261744,-0.0017296604740550837 +/- 0.0014195079952697264,0.002242152466367708 +/- 0.0012971464914360534,-0.0008327994875080069 +/- 0.0013828977030700144,0.0030749519538757373 +/- 0.0008736823636762282,0.0049327354260089605 +/- 0.0018797438502397444,-0.00032030749519537107 +/- 0.0009609224855861687,0.000608584240871246 +/- 0.00046306317408074027,0.0014093529788597125 +/- 0.0008377128014491994,0.00573350416399746 +/- 0.0011137308552667423,-0.0034593209481101894 +/- 0.0011619703489568832,0.0029788597053171163 +/- 0.0009065324598388871,0.00012812299807816175 +/- 0.00047939236217477734,0.0 +/- 0.0,0.0001921844971172426 +/- 0.0002562459961563235,0.0013452914798206428 +/- 0.001438177086524248,0.0003843689942344741 +/- 0.0006533016673405369,0.0 +/- 0.0,-0.00022421524663674975 +/- 0.0007169452045355331,0.0058616271620755885 +/- 0.001281630302610017,0.0032351057014734065 +/- 0.0013773222293401706,0.0032991672005124872 +/- 0.0009065324598388789,0.0019218449711723151 +/- 0.0012731971117457901
