,scl_min,scr_iqr,scl_rms,scr_svd_entropy,scl_svd_entropy,scl_max,scl_std,scr_perm_entropy,scr_n_below_mean,scr_pct_5,scr_max,scr_mean,scl_sum,scl_kurtosis,scl_iqr_5_95,scr_ptp,scl_peaks,scr_peaks,scr_n_sign_changes,scl_n_sign_changes,scr_min,scl_ptp,scl_energy,scr_kurtosis,scr_iqr_5_95,scl_n_above_mean,scr_pct_95,scl_perm_entropy,scl_lineintegral,scl_skewness,scl_n_below_mean,scr_energy,scr_sum,scr_entropy,scr_n_above_mean,scr_std,scl_iqr,scr_skewness,scr_lineintegral,scl_entropy,scr_rms,scl_pct_95,scl_pct_5,scl_mean
0,-0.014862267777065997 +/- 0.0035788539970437994,-0.006470211402946846 +/- 0.0021188770542653616,0.007559256886611121 +/- 0.0030326202123112257,0.018481742472773826 +/- 0.003055706643878644,-0.0019859064702114405 +/- 0.0037375918374925863,0.019762972453555388 +/- 0.0019274422015797983,-0.049167200512492015 +/- 0.005244148811844479,-0.0008327994875080402 +/- 0.00192824047960186,-0.0021140294682896023 +/- 0.0005204380784519921,-0.0011531069827034335 +/- 0.002224696393873844,-0.022966047405509317 +/- 0.002526371433274945,0.003074951953875682 +/- 0.0016900584187409206,0.012075592568866079 +/- 0.001683062736120384,-0.004035874439461929 +/- 0.001570486953508152,0.0026265214606021716 +/- 0.0006533016673405119,0.0004804612427930399 +/- 0.00029530891919576766,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.004708520179372178 +/- 0.001273599958492696,-0.0036835361947469836 +/- 0.001306995884888116,0.012716207559256853 +/- 0.0013743393948062173,0.04288917360666236 +/- 0.0016671382036736848,-0.01117873158231908 +/- 0.001149988665664076,0.004804612427930799 +/- 0.0011984809054368752,-0.0017616912235746685 +/- 0.0010550716907111075,-0.000576553491351739 +/- 0.001170766616431597,-0.004356181934657288 +/- 0.0016778732676116476,0.04711723254324148 +/- 0.0021508356136066093,0.006886611146700794 +/- 0.0022387179698919557,0.001985906470211385 +/- 0.0011351726551357755,-0.0017296604740551168 +/- 0.000908228499600119,-0.0008968609865471322 +/- 0.0005693910581240266,0.0 +/- 0.0,-0.0030749519538757486 +/- 0.0011654968224638221,-0.0012491992312620437 +/- 0.003323952352742555,-0.02828315182575275 +/- 0.0019114066300878773,0.002914798206278013 +/- 0.000663430979410879,0.050576553491351664 +/- 0.005545021407275596,-0.017040358744394645 +/- 0.002232062958383638,-0.0018898142216528303 +/- 0.0008648302370275487,0.040550928891736046 +/- 0.006767817686048555,0.006053811659192809 +/- 0.005125820708792792,-0.01780909673286356 +/- 0.002614776634459766
