,scr_svd_entropy,scr_iqr_5_95,scr_pct_95,scr_rms,scr_lineintegral,scr_std,scr_max,scl_rms,scl_pct_95,scr_iqr,scr_skewness,scl_ptp,scl_min,scr_sum,scr_kurtosis,scr_energy,scl_pct_5,scl_std,scr_n_above_mean,scl_lineintegral,scr_mean,scl_svd_entropy,scl_entropy,scl_energy,scl_kurtosis,scl_skewness,scl_max,scl_perm_entropy,scr_min,scr_perm_entropy,scr_ptp,scl_n_sign_changes,scl_n_above_mean,scr_entropy,scr_peaks,scr_n_sign_changes,scl_n_below_mean,scr_pct_5,scl_peaks,scr_n_below_mean,scl_iqr_5_95,scl_iqr,scl_mean,scl_sum
0,0.002959898154042051 +/- 0.001533315018516348,-0.008688733290897477 +/- 0.0010169666014430802,0.008911521323997496 +/- 0.0014791788718806077,0.008752387014640395 +/- 0.002490845932924639,0.0003182686187142347 +/- 0.003631610904034599,-0.00945257797581155 +/- 0.0016964045794063006,-0.005760661998726857 +/- 0.0012445076254625608,-0.00935709739019729 +/- 0.001947429476865468,-0.0028007638446848615 +/- 0.0030153327262449387,-0.0027689369828134526 +/- 0.0017435195321199772,-0.0009229789942711397 +/- 0.0008939893001392528,-0.012221514958625047 +/- 0.0022013515551611196,0.0007638446849141056 +/- 0.001359271578870945,-0.0020369191597708 +/- 0.0024413505933501213,-0.00124124761298533 +/- 0.0017400301633146455,0.007447485677912202 +/- 0.0020928430582779945,0.0031190324633991184 +/- 0.0022041107184189363,-0.012889879057924835 +/- 0.0010386485596486801,0.0011457670273711472 +/- 0.0019474294768654832,-0.006906429026097971 +/- 0.0018669649110200505,0.0021642266072565697 +/- 0.0019557341178532395,0.0005728835136855848 +/- 0.0030981778545227205,0.001113940165499727 +/- 0.003695892193613589,-0.0023233609166135815 +/- 0.0012574631613709937,0.0023551877784850793 +/- 0.0016611060917504754,0.004646721833227285 +/- 0.0011925521320938761,0.007161043921069421 +/- 0.002348511879614684,0.005060471037555725 +/- 0.0015160414212367255,0.0013685550604710661 +/- 0.0007402739242274506,0.0034691279439847842 +/- 0.0013759367486452813,-0.006206238064926739 +/- 0.002429079809432498,0.0007956715467855036 +/- 0.0005181037745416946,0.0012730744748568278 +/- 0.001327603667384727,-0.0005728835136855293 +/- 0.0006005080287750541,-0.005697008274984072 +/- 0.00022278803309990609,0.00041374920432846185 +/- 0.0002864417568427813,0.001973265436028049 +/- 0.0012310044306692628,0.003405474220241933 +/- 0.0013203353604513942,0.0002864417568427813 +/- 9.548058561426043e-05,-0.0019414385741565398 +/- 0.0015490889272613587,-0.015149586250795622 +/- 0.0015474533139583889,0.0014640356460853376 +/- 0.0014389121012676493,5.551115123125783e-17 +/- 0.002223328987469506,0.0021323997453851495 +/- 0.0019204551039523358
