,bvp_rms,hrv_rms,hrv_mean,hrv_sum,hrv_pct_95,scr_lineintegral,hrv_std,hrv_n_below_mean,hrv_pct_5,hrv_ptp,bvp_lineintegral,hrv_n_above_mean,scr_std,hrv_max,bvp_min,hrv_iqr_5_95,scl_iqr_5_95,bvp_n_below_mean,bvp_n_above_mean,bvp_std,scr_rms,hrv_energy,scl_svd_entropy,scl_min,hrv_lineintegral,scl_std,scl_lineintegral,bvp_pct_5,bvp_iqr_5_95,bvp_n_sign_changes,bvp_pct_95,bvp_ptp,hrv_entropy,scr_sum,scr_mean,hrv_iqr,scl_ptp,scl_pct_95,bvp_skewness,scl_entropy,scr_ptp,scr_max,scl_energy,bvp_perm_entropy,scl_n_sign_changes,scl_perm_entropy,hrv_skewness,scr_kurtosis,scr_svd_entropy,hrv_svd_entropy,hrv_peaks,scl_iqr,scr_energy,scr_iqr,scl_n_above_mean,scl_n_below_mean,scr_peaks,scr_n_below_mean,scr_n_above_mean,scr_n_sign_changes,scr_skewness,scl_rms,bvp_sum,bvp_mean,hrv_n_sign_changes,bvp_entropy,scr_min,scr_pct_5,scr_iqr_5_95,scr_pct_95,scl_peaks,scl_kurtosis,scr_perm_entropy,hrv_kurtosis,bvp_kurtosis,bvp_max,scr_entropy,hrv_perm_entropy,scl_max,hrv_min,scl_sum,scl_mean,scl_skewness,bvp_peaks,scl_pct_5,bvp_iqr,bvp_svd_entropy,bvp_energy
0,0.35330728439854864 +/- 0.005495351688089792,0.287022048562657 +/- 0.004329493593003717,0.25559586938319845 +/- 0.004745940617136455,0.25559586938319845 +/- 0.004745940617136455,0.11655037677923522 +/- 0.005815915725428356,0.04239464136198712 +/- 0.00288550433013237,0.046301981579681795 +/- 0.004538975307466873,0.11777839799051071 +/- 0.005117431597962125,0.12763047725369797 +/- 0.005673337283983181,0.11188947809098515 +/- 0.004825128507136124,-0.010577728160759192 +/- 0.0012695021396086166,0.131398269606475 +/- 0.004752501223831048,0.022802121127546714 +/- 0.002990494791234077,0.1004465531677365 +/- 0.005210127509037427,-0.006530840078146849 +/- 0.002430537656385972,0.04524141780630751 +/- 0.0049147006710679175,0.02076472229974876 +/- 0.00266883239472663,0.003656154060842831 +/- 0.002336583049506119,0.003656154060842831 +/- 0.002336583049506119,0.2239464136198716 +/- 0.005779640630926641,0.02090427016466643 +/- 0.002181414795385893,-0.005749372034607914 +/- 0.0035351636134120065,-0.0010326542003907702 +/- 0.0026301718593426536,0.005051632710019493 +/- 0.00141460517973477,0.09919062238347748 +/- 0.0060599132326975575,0.010577728160759104 +/- 0.0020752789779538198,0.016438738487301097 +/- 0.0027782294205476376,-0.005330728439854904 +/- 0.004957309006792102,-0.014931621546190387 +/- 0.002437098687771832,-0.0038236114987441174 +/- 0.003855260756905334,2.7909572983531027e-05 +/- 8.372871895059309e-05,-0.010633547306726231 +/- 0.002159883607473737,0.013703600334914856 +/- 0.0019111435462762954,-0.0022048562656991734 +/- 0.0010250833196877975,-0.0022048562656991734 +/- 0.0010250833196877975,-0.00033491487580243894 +/- 0.0011149865674260813,0.0142617917945855 +/- 0.002323210021954407,0.007089031537817414 +/- 0.0018521529470317904,0.00653084007814676 +/- 0.002576765590306173,0.00851241975997763 +/- 0.001519726864645511,0.008596148478928234 +/- 0.0018630554583621156,0.00851241975997762 +/- 0.001873270912034585,0.0039073402176946215 +/- 0.0014121251064106665,0.019285514931621506 +/- 0.004006652260842521,-0.0005581914596707094 +/- 0.0006240770241417295,-0.007870499581356438 +/- 0.0017285919695453004,-0.001507116941110853 +/- 0.0017303935249790537,-0.002009489254814434 +/- 0.000714833852909035,-0.007675132570471732 +/- 0.001881568941187075,0.00027909572983529917 +/- 0.0021255297532413817,0.0023164945576332197 +/- 0.0013034099278633226,-0.0005023723137036473 +/- 0.0005692458290363027,0.0003070053028188191 +/- 0.0004223484775445622,0.002428132849567366 +/- 0.0012484660478004554,-0.0008372871895060308 +/- 0.0006364361848167068,-0.0008372871895060308 +/- 0.0006364361848167068,0.001395478649176618 +/- 0.0008372871895059937,0.0001953670108846839 +/- 0.0004678496961830941,0.0001953670108846839 +/- 0.0004678496961830941,0.000893106335473004 +/- 0.0006339836277756425,-5.581914596712867e-05 +/- 0.000555393489872523,0.003711973206809904 +/- 0.0011305960982712472,0.00022327658386823713 +/- 0.0006926973846492241,0.00022327658386823713 +/- 0.0006926973846492241,0.0 +/- 0.0,0.0 +/- 0.0,5.5819145967062055e-05 +/- 0.00011163829193412411,-0.00011163829193417962 +/- 0.00028462291451817695,-0.0007814680435389576 +/- 0.0007468092749237859,-0.0007814680435389576 +/- 0.0007468092749237859,-0.0006140106056377603 +/- 0.0005692458290363082,-0.0004744627407200941 +/- 0.0012039996991416654,-0.003935249790678263 +/- 0.0010326542003907336,-0.0009489254814401659 +/- 0.001906041984813163,-0.009796260117220245 +/- 0.001452638981822291,0.0010326542003906813 +/- 0.00043327308669439697,-0.0006977393245883757 +/- 0.0007197207344810183,0.0008372871895059531 +/- 0.0009985232386267651,-0.00033491487580243894 +/- 0.0018920961492245021,0.03050516327100191 +/- 0.004808309963328066,-0.0023723137036003815 +/- 0.001488655914384001,-0.0023723137036003815 +/- 0.001488655914384001,0.003377058331007521 +/- 0.0014792073681272548,0.0050516327100195045 +/- 0.001784685713508037,0.002372313703600304 +/- 0.002531169013008234,0.02852358358917103 +/- 0.002945220420490758,0.00809377616522462 +/- 0.0025396177875695817,0.05107451855986598 +/- 0.004188296172437393
