,bvp_n_above_mean,bvp_n_below_mean,bvp_perm_entropy,bvp_pct_95,bvp_pct_5,bvp_energy,bvp_skewness,scl_svd_entropy,bvp_iqr_5_95,bvp_peaks,hrv_n_below_mean,scl_n_above_mean,scr_skewness,scl_std,scr_energy,bvp_std,scr_n_below_mean,scr_pct_5,scr_max,bvp_sum,scr_entropy,hrv_peaks,scl_n_sign_changes,scr_mean,scl_n_below_mean,bvp_rms,scl_kurtosis,scr_perm_entropy,hrv_n_sign_changes,bvp_entropy,scl_peaks,scr_n_sign_changes,hrv_skewness,scr_kurtosis,scl_skewness,bvp_mean,scr_peaks,hrv_perm_entropy,hrv_kurtosis,scr_min,scr_iqr_5_95,bvp_min,scr_std,scr_sum,hrv_lineintegral,hrv_n_above_mean,scr_iqr,hrv_min,scr_svd_entropy,scr_n_above_mean,scl_perm_entropy,bvp_n_sign_changes,scl_max,scl_entropy,hrv_iqr_5_95,scr_ptp,scl_ptp,hrv_iqr,hrv_sum,scl_pct_95,hrv_entropy,hrv_pct_5,hrv_std,hrv_mean,hrv_svd_entropy,scr_pct_95,bvp_lineintegral,bvp_ptp,bvp_kurtosis,bvp_iqr,scl_mean,scr_lineintegral,hrv_energy,scl_iqr,hrv_rms,scl_iqr_5_95,bvp_max,scr_rms,scl_min,hrv_ptp,hrv_pct_95,hrv_max,scl_lineintegral,scl_energy,scl_rms,scl_pct_5,bvp_svd_entropy,scl_sum
0,-0.007288449660284102 +/- 0.0020401660981981076,-0.006825200741198256 +/- 0.0017549194126220467,0.01210623841877705 +/- 0.0020289150964369032,0.003644224830142084 +/- 0.0014990316367525095,0.002161828289067358 +/- 0.001258279727452959,-0.001544163063619497 +/- 0.0008735105388345219,0.0005867819641754534 +/- 0.0012464753595188586,-0.00605311920938848 +/- 0.0018071326545185734,-0.0029647930821494416 +/- 0.0015392138102998344,-0.01843730697961703 +/- 0.002598785606721624,0.0005250154416306718 +/- 0.00043784579613211387,0.0005867819641754534 +/- 0.000593248076352661,0.0008956145768993506 +/- 0.000910401666027392,-0.0021618282890673024 +/- 0.0006478127536566603,0.006238418777022881 +/- 0.0011372422878024864,-0.004138357010500293 +/- 0.0008423830572566923,0.0005867819641754534 +/- 0.0005932480763526494,0.002532427424336048 +/- 0.0009346970939111553,0.002625077208153204 +/- 0.0009083039635486556,2.2204460492503132e-17 +/- 0.00019532289438964958,-9.264978381713362e-05 +/- 0.0003103729345621136,-0.0006485484867201797 +/- 0.00048732964292959736,0.0005558987029030571 +/- 0.0004323656578134827,0.006084002470660932 +/- 0.0018063408049277016,0.00043236565781349376 +/- 0.00048241196268726343,-0.006825200741198234 +/- 0.0013422676845028338,0.00018529956763437827 +/- 0.0005017936012746273,0.0018838789376158572 +/- 0.0005428781912058695,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.000679431747992576 +/- 0.0008929482578629563,0.00352069178505251 +/- 0.001311720851241238,0.0011117974058061143 +/- 0.0005017936012746095,-6.176652254474835e-05 +/- 0.00036015762167049574,0.0 +/- 0.0,-0.0017603458925262382 +/- 0.0007314835875433505,0.0004941321803582866 +/- 0.0006507506950495985,-0.0002470660901791044 +/- 0.00023110916533501552,-0.0018838789376157904 +/- 0.0008106488417792755,0.0008029647930821726 +/- 0.0016236490955027856,0.0008647313156269542 +/- 0.001194507696467792,0.009295861642989544 +/- 0.001464596133586091,0.00537368746139597 +/- 0.0017698021966515646,-0.001050030883261255 +/- 0.0006359252712160027,0.005466337245213127 +/- 0.0017689936370129512,0.0006794317479926093 +/- 0.0013658643846507757,0.004601605929586194 +/- 0.0011996865101639807,0.0031809759110562386 +/- 0.0008292601347805775,0.0007411982705374132 +/- 0.0006207458691242139,0.0026250772081532147 +/- 0.0012295262036685882,-0.02047560222359477 +/- 0.0029494727183707837,0.004200123533045131 +/- 0.001838527000140495,2.2204460492503132e-17 +/- 0.0010698275525441,0.0007720815318097984 +/- 0.0009983465024857752,-0.001544163063619508 +/- 0.00092649783817171,0.0037368746139592513 +/- 0.0009311188036863256,-0.0007411982705373577 +/- 0.0014233129860164158,-0.02025941939468806 +/- 0.0024481681510322897,0.0022235948116121284 +/- 0.0012103717073666095,-0.004478072884496575 +/- 0.001089702209041204,0.001389746757257604 +/- 0.001045023120178419,-0.0016985793699814677 +/- 0.0014891369303571555,-0.0004014823965410641 +/- 0.0014422846731112764,0.005064854848672029 +/- 0.001267343083921137,-0.001080914144533629 +/- 0.0020636397618638905,-0.00046324891908582354 +/- 0.0020866208686360728,0.003644224830142084 +/- 0.0006878028860815419,-0.003366275478690539 +/- 0.0015653274734372022,-0.014298949969116704 +/- 0.002509158072507656,0.01874613959234097 +/- 0.001130934738950002,-0.003057442865966631 +/- 0.0011173596365117828,-0.008431130327362545 +/- 0.0009573810994440979,-0.006238418777022825 +/- 0.0012567628134265668,-0.004323656578134638 +/- 0.0008625225474841971,-0.0089252625077208 +/- 0.0016940813035086551,0.0033971587399629797 +/- 0.0010962470258986418,-0.019857936998146985 +/- 0.0018429312844763016,-0.0012662137121679628 +/- 0.002924793221876921,-0.00481778875849288 +/- 0.0016982985898539194,-0.0015750463248918934 +/- 0.0013207785534492416,-0.006238418777022803 +/- 0.0007149991910308964,-0.01908585546633722 +/- 0.002481446501124218,-0.01389746757257565 +/- 0.0014419539876378942,-0.014823965410747353 +/- 0.0015441630636195192,-0.001050030883261255 +/- 0.0014759485046755517,-0.012878319950586758 +/- 0.001827339369053361
