,accx_ptp,accz_min,accy_pct_95,accy_iqr_5_95,accz_pct_5,accy_pct_5,accy_max,accy_rms,accx_perm_entropy,accy_mean,accx_svd_entropy,accz_rms,accy_n_sign_changes,accx_lineintegral,accx_rms,accz_ptp,accz_perm_entropy,accx_peaks,accz_lineintegral,accx_n_sign_changes,accy_sum,accz_kurtosis,accz_iqr_5_95,accy_skewness,accz_skewness,accy_ptp,accz_svd_entropy,accz_pct_95,accx_kurtosis,accz_std,accz_peaks,accy_n_above_mean,accy_n_below_mean,accz_mean,accx_std,accx_energy,accx_mean,accx_n_below_mean,accy_iqr,accx_n_above_mean,accy_energy,accy_kurtosis,accy_entropy,accz_entropy,accz_energy,accz_iqr,accz_n_sign_changes,accx_entropy,accy_lineintegral,accy_std,accz_n_below_mean,accy_svd_entropy,accx_pct_95,accy_min,accx_max,accx_min,accx_iqr,accz_sum,accz_n_above_mean,accy_perm_entropy,accx_skewness,accy_peaks,accx_sum,accx_pct_5,accz_max,accx_iqr_5_95
0,-0.008143525741029667 +/- 0.0006899639434476078,0.00018720748829952337 +/- 0.0010367081264172383,0.11397815912636503 +/- 0.0062838569943561885,0.06842433697347891 +/- 0.002655041048300134,-0.016817472698907977 +/- 0.001965678627145099,-0.00021840873634947354 +/- 0.0019032761310452334,-0.0004992199687987919 +/- 0.0006574510922217042,0.09391575663026518 +/- 0.002821945473845879,0.10361934477379094 +/- 0.002994182051203366,0.010452418096723837 +/- 0.0017937325868087168,0.009547581903276115 +/- 0.0038218663332998553,-0.0017472698907956663 +/- 0.0005069602748602469,0.0011232449297971848 +/- 0.0007277319057529248,0.08143525741029639 +/- 0.0021390497973170245,0.0012480499219968632 +/- 0.0005404214688202498,0.0424648985959438 +/- 0.001842987759828045,0.011887675507020246 +/- 0.001863997133384578,-0.0002808112324493406 +/- 0.00038085976960167475,-0.005304212168486766 +/- 0.0031201248049922046,-0.0072698907956318505 +/- 0.001167860672212977,0.05375975039001559 +/- 0.002669667469657674,-6.240249609986703e-05 +/- 0.00027200617432390957,-0.0002808112324493295 +/- 0.00021840873634946086,-0.005241809672386933 +/- 0.0015015549972562897,0.0025273010920436323 +/- 0.0006153848025995453,-0.0037441497659906676 +/- 0.0007642713706032039,-0.0004680187207488751 +/- 0.0005624884985123195,0.013946957878315114 +/- 0.0020604638977970886,-0.0013104524180967635 +/- 0.0009846947792860855,-0.003650546021840917 +/- 0.0006552262090483725,0.0025585023400935937 +/- 0.0015144662838704104,0.0045865834633385 +/- 0.0007649079982609154,-0.0001872074882995678 +/- 0.000423234320319845,0.04804992199687985 +/- 0.003949146291992949,0.0 +/- 0.0,0.011482059282371272 +/- 0.0011905637459181655,0.002340093603744131 +/- 0.0012958851580215237,-0.0006240249609984483 +/- 0.0,0.009984399375975016 +/- 0.0017483838659746657,0.0 +/- 0.0,-0.00037441497659910226 +/- 0.00033604772587424696,0.00031201248049919086 +/- 0.00019733401935528372,0.0009048361934477223 +/- 0.0004923473896430399,0.0009048361934477445 +/- 0.0004923473896430484,-0.001123244929797229 +/- 0.0005258127783573317,0.0010608424336973176 +/- 0.00034744239393636145,0.0 +/- 0.0,-0.008299531981279284 +/- 0.00015285427412066438,-0.00012480499219970077 +/- 0.0008847080735574408,0.0 +/- 0.0,-6.240249609985593e-05 +/- 0.00012480499219971186,-0.001903276131045273 +/- 0.0010296411856474277,0.0007800312012480215 +/- 0.0002876612935192857,0.04602184087363492 +/- 0.0015740403439163224,0.00040561622464897474 +/- 0.0014095921370454215,0.0 +/- 0.0,0.03862714508580341 +/- 0.0023917339028688635,-0.013572542901716101 +/- 0.0009282043544863278,-0.004399375975039033 +/- 0.0007948667209271189,0.05166926677067082 +/- 0.003864926693841365,0.0007488299531981047 +/- 0.00034744239393636747,-0.004056162246489881 +/- 0.0015786721548422587,-0.0028393135725429232 +/- 0.0009611807675974775,-0.009828393135725477 +/- 0.0017991517308378858,0.006801872074882953 +/- 0.0015588138529543539,-0.0012480499219969187 +/- 0.0005920020580658512
