,accy_iqr_5_95,accy_pct_95,accx_pct_95,accy_rms,accz_sum,accz_energy,accz_ptp,accx_iqr_5_95,accy_svd_entropy,accx_peaks,accz_rms,accx_svd_entropy,accx_std,accy_kurtosis,accz_n_above_mean,accy_lineintegral,accx_max,accy_iqr,accy_n_above_mean,accz_n_below_mean,accy_n_below_mean,accy_n_sign_changes,accy_energy,accz_perm_entropy,accy_skewness,accx_ptp,accx_skewness,accz_svd_entropy,accx_n_above_mean,accx_iqr,accz_skewness,accz_peaks,accy_pct_5,accz_iqr,accx_kurtosis,accy_min,accz_iqr_5_95,accz_std,accz_kurtosis,accx_entropy,accy_ptp,accx_min,accz_mean,accy_std,accy_entropy,accy_mean,accx_energy,accx_n_below_mean,accy_peaks,accx_sum,accx_pct_5,accz_min,accx_mean,accx_lineintegral,accx_n_sign_changes,accz_entropy,accy_perm_entropy,accz_pct_5,accx_perm_entropy,accy_max,accz_n_sign_changes,accy_sum,accx_rms,accz_pct_95,accz_max,accz_lineintegral
0,-0.0020124297129328174 +/- 0.0017347559502519018,0.007664989641905895 +/- 0.003042487181666984,-0.0021308079313405947 +/- 0.0005738597049323754,-0.006362829239419943 +/- 0.0006101073728348012,-0.002633915359573802 +/- 0.0010625228216049859,5.918910920390541e-05 +/- 0.0007345175286173798,-0.0032258064516128893 +/- 0.0011029680469715633,-0.0017756732761171623 +/- 0.0007829983163848899,-0.007635395087303909 +/- 0.0006179524420781511,-0.004291210417283242 +/- 0.00042372953723813996,-0.0007990529742527231 +/- 0.0006624157823497777,-0.0023675643681562164 +/- 0.0008265309289001887,-0.002545131695767955 +/- 0.0009921902701533268,-0.010062148564664097 +/- 0.0007941052302455912,0.0009470257472624976 +/- 0.0006319667506381497,-0.005830127256584794 +/- 0.0011389098197628594,-0.002337969813554297 +/- 0.0014282247424698138,-0.0011837821840781082 +/- 0.0014678421743281468,0.00038472920982538514 +/- 0.0007492742764825057,0.0005622965374371014 +/- 0.0005836958544929169,0.00017756732761171624 +/- 0.0006093891767378996,-0.00420242675347735 +/- 0.001603577056424291,-0.003048239124001151 +/- 0.001227728233956297,-0.007546611423498051 +/- 0.002637902618613706,-0.0034033737792246053 +/- 0.001278059951564935,-0.0009174311926605338 +/- 0.0011265384025258322,-0.0009174311926605338 +/- 0.0004669941946747326,0.0011541876294761666 +/- 0.0009400639345527472,0.00038472920982538514 +/- 0.00039815401145526687,-0.0008582420834566285 +/- 0.0004278435127197602,-0.0011837821840781082 +/- 0.0008158655668594242,-0.0018348623853210676 +/- 0.0007579904394711729,0.00023675643681563273 +/- 0.0014364795619427684,0.0003551346552234325 +/- 0.0005424771464878079,0.00011837821840781082 +/- 0.0007028317305142174,-0.00183486238532109 +/- 0.0017548348127106922,0.00011837821840781082 +/- 0.0005159986911560337,0.0018052678307191373 +/- 0.0006544345779075632,-0.0021604024859425584 +/- 0.0009174311926605543,-0.001006214856466392 +/- 0.0007028317305142174,-0.0008878366380585812 +/- 0.0011385252478053269,-0.005445398046759397 +/- 0.0012499977556639729,-0.004705534181710558 +/- 0.0018023545402290786,0.00017756732761171624 +/- 0.0011778484014283539,8.878366380585812e-05 +/- 0.00013561928662195197,-0.006422018348623837 +/- 0.002580163186608711,-0.0034033737792246053 +/- 0.0008500388645365846,0.00026635099141757433 +/- 0.0005528719056605228,-0.004113643089671493 +/- 0.0008623144293775643,-0.0006806747558449122 +/- 0.0009363298028739916,0.0027226990233797043 +/- 0.0012749724314020932,-0.0017460787215152207 +/- 0.0012656646806950614,0.0007398638650488176 +/- 0.0009097618318401373,-0.004675939627108605 +/- 0.0014546559014435702,-0.0015389168393015519 +/- 0.0010404495904851822,-0.0006510802012429595 +/- 0.0005889242007141769,0.01136430896715005 +/- 0.002143103520595656,0.0009470257472624976 +/- 0.0011369856592067732,0.006836342113051208 +/- 0.002022198319722579,0.00609647824800238 +/- 0.001438916339880819,0.005978100029594558 +/- 0.000979754090396363,-0.0034033737792245945 +/- 0.0024305400697753367,-0.000710269310446865 +/- 0.0006902576969334352,-0.0008582420834566285 +/- 0.0009585164096301482,-0.00041432376442733786 +/- 0.001000978663822874,0.00023675643681562165 +/- 0.0011369856592067594
