,scl_ptp,scr_mean,scl_pct_95,scl_entropy,scl_iqr,scl_max,scl_lineintegral,scl_sum,scr_pct_95,scr_perm_entropy,scl_min,scr_std,scl_svd_entropy,scr_ptp,scl_skewness,scl_energy,scr_entropy,scl_std,scl_mean,scr_pct_5,scl_iqr_5_95,scr_n_below_mean,scr_max,scr_n_above_mean,scr_peaks,scr_n_sign_changes,scl_n_sign_changes,scl_peaks,scr_min,scr_skewness,scl_n_below_mean,scr_sum,scr_energy,scr_kurtosis,scl_perm_entropy,scr_rms,scl_kurtosis,scl_n_above_mean,scr_lineintegral,scl_rms,scr_iqr_5_95,scr_iqr,scr_svd_entropy,scl_pct_5
0,0.06995055154050966 +/- 0.005101676599673806,0.03875998478508934 +/- 0.00283855963587763,0.03522251806770632 +/- 0.003482852230432727,0.025332826169646227 +/- 0.006014702609856809,0.019056675542031165 +/- 0.0031016128005928126,0.015937618866489135 +/- 0.004233772721184137,0.015405096995055111 +/- 0.002707067835474782,0.013617344998098113 +/- 0.003022946593580136,0.011981742107265103 +/- 0.0019856041287391476,0.011259033853176082 +/- 0.004844939772716829,0.007645492582731039 +/- 0.004122967066915489,0.00711297071129704 +/- 0.005883003129646718,0.00699885888170404 +/- 0.004426728497824617,0.005363255990870996 +/- 0.001365638879499129,0.005325218714340019 +/- 0.002545941503336859,0.004716622289844008 +/- 0.0016155770697295832,0.004260174971471997 +/- 0.0005843397297731857,0.0038037276531000088 +/- 0.0023137172043736086,0.003233168505135009 +/- 0.0019488304994217634,0.0026626093571699982 +/- 0.0019320540280258894,0.0015975656143019878 +/- 0.003257909943760184,0.001255230125522988 +/- 0.0020059029096135754,0.0011030810193989882 +/- 0.0031062740788473484,0.0005705591479649996 +/- 0.0009808898408693412,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.00017010787200454666,-0.0008368200836819994 +/- 0.0006972347957330987,-0.0016356028908329988 +/- 0.00029708062669861436,-0.002092050209205043 +/- 0.0012758090400341495,-0.002130087485736054 +/- 0.000663202577944612,-0.002168124762267043 +/- 0.0007987828071510376,-0.0028908330163560534 +/- 0.002238712661782018,-0.0033853176112590756 +/- 0.00158163734395528,-0.0038798022061620973 +/- 0.0008471303709136706,-0.005857740585774107 +/- 0.001494627820797892,-0.007949790794979095 +/- 0.004842699545208737,-0.008216051730696094 +/- 0.004643664499667363,-0.012894636744009157 +/- 0.0024023784974725394,-0.01453023963484219 +/- 0.0030037408934803582,-0.0164701407379232 +/- 0.003576515480537561,-0.04176492963103845 +/- 0.0023619893033488245
