,scl_pct_95,scl_pct_5,scr_svd_entropy,scl_svd_entropy,scr_std,scl_rms,scr_lineintegral,scl_entropy,scr_rms,scl_iqr_5_95,scl_lineintegral,scl_sum,scl_mean,scr_sum,scr_mean,scl_skewness,scr_ptp,scr_max,scr_perm_entropy,scr_entropy,scl_perm_entropy,scl_std,scr_n_sign_changes,scl_n_sign_changes,scl_kurtosis,scl_energy,scr_iqr,scr_pct_95,scr_iqr_5_95,scl_max,scl_ptp,scl_n_above_mean,scl_n_below_mean,scr_skewness,scr_pct_5,scr_energy,scl_peaks,scr_n_above_mean,scr_n_below_mean,scr_peaks,scr_min,scr_kurtosis,scl_iqr,scl_min
0,-0.057203553495558127 +/- 0.0066821166473541894,-0.032638084202394745 +/- 0.00400751324735101,0.09347238315952106 +/- 0.008474634808580243,0.0018539976825028837 +/- 0.007505176987800354,0.12441096948628813 +/- 0.004968826443939847,-0.03449208188489764 +/- 0.002962057870998503,0.13908845113943608 +/- 0.003608695153224077,0.008072614909231368 +/- 0.004023118308836713,-0.012707609115488617 +/- 0.005891919565496499,-0.0076863653920432595 +/- 0.0032198015521618275,-0.009578988026264968 +/- 0.003911622680933842,-0.019621475473155646 +/- 0.0018182467819142139,0.10660486674391659 +/- 0.005196455792612464,0.09575125531093087 +/- 0.0032520741382451594,0.09575125531093087 +/- 0.0032520741382451594,0.0030127462340672206 +/- 0.0016640138453872372,-0.0049439938200077195 +/- 0.0038617225955813145,-0.004441869447663183 +/- 0.004026083843789394,0.01993047508690613 +/- 0.0032047073793266215,0.0012359984550019299 +/- 0.002680471467423346,0.0025106218617226726 +/- 0.002407484286171861,0.0820393974507532 +/- 0.00359108205459077,0.0015449980687524234 +/- 0.002058387422861985,0.0002317497103128785 +/- 0.0006509192563288098,0.001274623406720743 +/- 0.0027095341687594526,-0.0008497489378138101 +/- 0.0006866121604724422,0.0007724990343762062 +/- 0.003036422403558683,-7.724990343761506e-05 +/- 0.0016368961066371012,-0.00034762456546928445 +/- 0.0014498512459732219,0.112630359212051 +/- 0.004968075763866669,0.06079567400540749 +/- 0.0032646653702766188,-0.0027809965237543532 +/- 0.0016277564701201793,-0.0027809965237543532 +/- 0.0016277564701201793,-0.0014291232135959953 +/- 0.0019470194146201144,0.0009656237929702716 +/- 0.0006287686595635269,0.0027423715720355513 +/- 0.00216058188813394,0.004557744302819622 +/- 0.0014011863381395936,0.0 +/- 0.0,0.0 +/- 0.0,0.002703746620316727 +/- 0.002065622550346987,0.0004248744689069328 +/- 0.0006094914576307207,0.0009656237929702938 +/- 0.0010683133785970994,0.011703360370799531 +/- 0.0026085429130788705,0.04604094244882194 +/- 0.005023620081232629
