,scl_pct_95,scl_pct_5,scr_svd_entropy,scl_svd_entropy,scr_std,scl_rms,scr_lineintegral,scl_entropy,scr_rms,scl_iqr_5_95,scl_lineintegral,scl_sum,scl_mean,scr_sum,scr_mean,scl_skewness,scr_ptp,scr_max,scr_perm_entropy,scr_entropy,scl_perm_entropy,scl_std,scr_n_sign_changes,scl_n_sign_changes,scl_kurtosis,scl_energy,scr_iqr,scr_pct_95,scr_iqr_5_95,scl_max,scl_ptp,scl_n_above_mean,scl_n_below_mean,scr_skewness,scr_pct_5,scr_energy,scl_peaks,scr_n_above_mean,scr_n_below_mean,scr_peaks,scr_min,scr_kurtosis,scl_iqr,scl_min
0,0.06008371385083718 +/- 0.005117783602723618,0.04204718417047189 +/- 0.005716001157184422,-0.008523592085235876 +/- 0.006960870671098384,-0.030898021308980183 +/- 0.006846777815185674,-0.059855403348554014 +/- 0.007857571283996822,0.0255707762557078 +/- 0.004233161030494191,-0.02602739726027393 +/- 0.006996143126047746,0.032914764079147694 +/- 0.0027294008889542343,-0.04162861491628611 +/- 0.007967640374580039,-0.07039573820395735 +/- 0.007257816546416114,0.03036529680365301 +/- 0.003931686865476256,0.0401065449010655 +/- 0.004137679518742222,-0.04870624048706238 +/- 0.003242223501391284,0.023401826484018295 +/- 0.003690235131334393,0.023401826484018295 +/- 0.003690235131334393,-0.0016742770167427201 +/- 0.0005943873421542571,0.00441400304414008 +/- 0.0018185392915294563,0.004337899543379042 +/- 0.0019566149364052465,0.002054794520547976 +/- 0.002340723972485512,-0.003957382039573775 +/- 0.0019267867429485848,0.0014840182648402256 +/- 0.0007309502554147174,0.043683409436834145 +/- 0.005161029477377761,-0.0003424657534246034 +/- 0.002616732305472476,-0.011834094368340898 +/- 0.002682311042401385,-0.007762557077625532 +/- 0.0023095876568483093,-0.0026255707762556702 +/- 0.0015168288757987085,0.026902587519025918 +/- 0.0037012051718497995,0.029109589041095923 +/- 0.004120321123993103,0.03112633181126335 +/- 0.004394277026865168,0.034132420091324236 +/- 0.00539490089314284,-0.059589041095890374 +/- 0.0074414281679875995,0.0003424657534246811 +/- 0.0007108653611974746,0.0003424657534246811 +/- 0.0007108653611974746,-0.0013318112633180835 +/- 0.0008027025536426453,0.003120243531202482 +/- 0.0021172644966885243,0.02461948249619487 +/- 0.004368665763622413,0.005365296803652997 +/- 0.002974128315018129,-0.0006468797564687546 +/- 0.0004518395010288116,-0.0006468797564687546 +/- 0.0004518395010288116,0.018873668188736713 +/- 0.0038924541408050088,-0.00022831050228309114 +/- 0.0008196597879961193,-0.0006468797564687656 +/- 0.0006817531532408047,-0.05011415525114151 +/- 0.005359896674657815,0.012062404870624077 +/- 0.003420638602430605
