,scl_min,scl_std,scl_ptp,scl_iqr_5_95,scl_lineintegral,scl_perm_entropy,scr_svd_entropy,scl_svd_entropy,scl_skewness,scl_n_below_mean,scl_pct_5,scr_n_below_mean,scr_min,scl_n_sign_changes,scl_iqr,scr_pct_95,scr_perm_entropy,scr_n_above_mean,scl_kurtosis,scl_peaks,scr_peaks,scr_n_sign_changes,scr_entropy,scl_n_above_mean,scr_pct_5,scr_kurtosis,scr_skewness,scl_mean,scr_energy,scl_sum,scr_rms,scr_max,scl_rms,scr_mean,scr_iqr_5_95,scl_entropy,scr_sum,scr_ptp,scr_iqr,scr_std,scr_lineintegral,scl_energy,scl_pct_95,scl_max
0,0.01030810193990106 +/- 0.0024083934755841563,0.008025865348041028 +/- 0.002114065155053684,0.004944845949029997 +/- 0.0019170183595822012,0.0038798022061619975 +/- 0.0021503680525070245,0.003575503993913998 +/- 0.0010918752449149615,0.002928870292886998 +/- 0.0018006542987515405,0.002928870292886987 +/- 0.002585695610400496,0.0018638265500189877 +/- 0.002008785991100928,0.0016736401673639878 +/- 0.0012171928489920249,0.001597565614301999 +/- 0.0010034922752584846,0.001559528337770988 +/- 0.0014775903080680908,0.001369341955115988 +/- 0.0018018591528835327,0.0008748573602129994 +/- 0.0005392714674308739,0.0008368200836819994 +/- 0.0005046214972012727,0.0007227082540889774 +/- 0.0026267762146245104,0.0007227082540889774 +/- 0.0021277088278352308,0.0006466337010269552 +/- 0.0021520494727753224,0.0005325218714339775 +/- 0.0012052475859836514,0.00019018638265497768 +/- 0.0010657227634935083,0.0 +/- 0.0,0.0 +/- 0.0,-7.607455306199996e-05 +/- 0.00022822365918599984,-0.0001521491061240221 +/- 0.0005159627221852908,-0.00022822365918605535 +/- 0.001659750797205921,-0.0002662609357170553 +/- 0.0011290089067825249,-0.0005705591479650441 +/- 0.0011442836786984972,-0.000874857360213055 +/- 0.0017099860626085543,-0.0018638265500190876 +/- 0.0017468181823058467,-0.002928870292887109 +/- 0.0007424580181035728,-0.0033853176112590977 +/- 0.0019204116487431535,-0.007112970711297106 +/- 0.0013181988171291953,-0.0071890452643591065 +/- 0.0013970610629293848,-0.007797641688855117 +/- 0.0020288528494628554,-0.007987828071510106 +/- 0.0014534022955148419,-0.007987828071510106 +/- 0.0015866606021007219,-0.008558387219475116 +/- 0.0029573829619513234,-0.009889691898060115 +/- 0.0014534022955148536,-0.01007987828071516 +/- 0.003096010003061963,-0.01076454925827316 +/- 0.0021044619541457877,-0.010916698364397136 +/- 0.001502833492973665,-0.012171928489920159 +/- 0.0016839820175868474,-0.01270445036135418 +/- 0.0028270679613635733,-0.01312286040319519 +/- 0.0024899167514725196,-0.014073792316470213 +/- 0.0015497564691870024
