,scl_min,scl_std,scl_ptp,scl_iqr_5_95,scl_lineintegral,scl_perm_entropy,scr_svd_entropy,scl_svd_entropy,scl_skewness,scl_n_below_mean,scl_pct_5,scr_n_below_mean,scr_min,scl_n_sign_changes,scl_iqr,scr_pct_95,scr_perm_entropy,scr_n_above_mean,scl_kurtosis,scl_peaks,scr_peaks,scr_n_sign_changes,scr_entropy,scl_n_above_mean,scr_pct_5,scr_kurtosis,scr_skewness,scl_mean,scr_energy,scl_sum,scr_rms,scr_max,scl_rms,scr_mean,scr_iqr_5_95,scl_entropy,scr_sum,scr_ptp,scr_iqr,scr_std,scr_lineintegral,scl_energy,scl_pct_95,scl_max
0,-0.022928075940124137 +/- 0.001824022781569449,-0.002117561153705749 +/- 0.001197606386773036,0.00653523183643665 +/- 0.0015181177719088593,0.006279664110989414 +/- 0.0008608854415882926,-0.0037970062066447706 +/- 0.0019606749298426347,7.301935012778981e-05 +/- 0.0012835630398866068,0.011573566995253725 +/- 0.0023776181314589108,0.0032493610806863527 +/- 0.001611810153679747,-0.0010222709017889797 +/- 0.0008452600878269652,-0.0004381161007667167 +/- 0.0005841548010222727,-0.028039430449069 +/- 0.0019305299841405306,-0.002555677254472433 +/- 0.0008484081809873691,0.001533406352683453 +/- 0.00035772029832539993,-0.0007667031763417875 +/- 0.00010952902519166808,-0.0014968966776195858 +/- 0.000855449033505649,-0.012924424972617744 +/- 0.0012668383769914224,-0.00036509675063893797 +/- 0.00097965738335151,-0.0019715224534501696 +/- 0.0010606673272241013,0.0006936838262139311 +/- 0.0007561998969407717,0.0 +/- 0.0,0.0001825483753194468 +/- 0.00029435041067170435,0.0 +/- 0.0,-7.301935012777871e-05 +/- 0.00014603870025555742,3.6509675063878257e-05 +/- 0.0009991918352248261,0.005038335158817087 +/- 0.0009061463049281524,-0.0016429353778751432 +/- 0.00046897526756717106,0.0014603870025556632 +/- 0.0011998303559806417,-0.004490690032858713 +/- 0.0011199606900458483,0.006462212486308882 +/- 0.0014424787342196873,-0.0016429353778751432 +/- 0.0018199990625212918,-0.006936838262139466 +/- 0.0016245779818391329,-0.003066812705366928 +/- 0.001593094138683537,-0.019204089083607156 +/- 0.0023840566217326925,0.022599488864549093 +/- 0.0017237052404692032,-0.009273457466228551 +/- 0.0008357446617203173,0.0078130704636729 +/- 0.0017371854331318505,0.010441767068273067 +/- 0.0010606673272241004,-0.0027382256297918905 +/- 0.0009830530863699297,0.010916392844103673 +/- 0.0010885762333607582,-0.012522818546914926 +/- 0.0012223927742083269,0.015188024826579027 +/- 0.0012562724011745332,-0.0007667031763417542 +/- 0.0016766648416509712,-0.006389193136181093 +/- 0.002384336161702194,0.01474990872581231 +/- 0.001987682743894291
