,scl_ptp,scr_mean,scl_pct_95,scl_entropy,scl_iqr,scl_max,scl_lineintegral,scl_sum,scr_pct_95,scr_perm_entropy,scl_min,scr_std,scl_svd_entropy,scr_ptp,scl_skewness,scl_energy,scr_entropy,scl_std,scl_mean,scr_pct_5,scl_iqr_5_95,scr_n_below_mean,scr_max,scr_n_above_mean,scr_peaks,scr_n_sign_changes,scl_n_sign_changes,scl_peaks,scr_min,scr_skewness,scl_n_below_mean,scr_sum,scr_energy,scr_kurtosis,scl_perm_entropy,scr_rms,scl_kurtosis,scl_n_above_mean,scr_lineintegral,scl_rms,scr_iqr_5_95,scr_iqr,scr_svd_entropy,scl_pct_5
0,0.01387755102040814 +/- 0.0018253616142855412,-0.14036734693877553 +/- 0.0057735988760628494,0.07922448979591835 +/- 0.006764805903876175,0.04032653061224488 +/- 0.005739884353060233,-0.08183673469387756 +/- 0.0033965953014475996,-0.013836734693877566 +/- 0.0020848314757750458,0.004612244897959167 +/- 0.003316185240318301,-0.06836734693877553 +/- 0.0021306747977368383,0.0028571428571428415 +/- 0.0017697537460145904,0.0010612244897959088 +/- 0.0016141812190436863,-0.03187755102040819 +/- 0.005199718058547008,0.029102040816326512 +/- 0.0022508270496264804,-0.011673469387755108 +/- 0.004304913264795174,-0.00285714285714288 +/- 0.0005162902302315608,-0.004122448979591842 +/- 0.0008050237927884012,-0.011795918367346952 +/- 0.0028771891507881012,-0.00036734693877551463 +/- 0.00033904587195584385,-0.011836734693877572 +/- 0.002205592830384697,-0.019387755102040827 +/- 0.0024438722252934993,-0.007755102040816336 +/- 0.0017412840006286936,0.0010612244897959034 +/- 0.001967668700929626,0.00020408163265306367 +/- 0.0002738042421428347,0.019591836734693863 +/- 0.001957482254413354,-0.004040816326530622 +/- 0.0021400370169662635,0.0 +/- 0.0,0.0 +/- 0.0,0.0005714285714285728 +/- 0.00037408781183312454,0.0 +/- 0.0,-0.00142857142857144 +/- 0.0012810085572632869,-0.008367346938775522 +/- 0.002708986694864509,0.00016326530612243985 +/- 0.0010829795233813552,0.0006530612244897927 +/- 0.0005829737492687963,0.000612244897959191 +/- 0.0002738042421428347,0.005632653061224485 +/- 0.0007022306340442833,-0.0009387755102040873 +/- 0.0013419822222672372,-0.0022857142857142963 +/- 0.0024092007450406037,0.0015102040816326434 +/- 0.001494680279477589,-0.004857142857142865 +/- 0.0011892899823945755,0.03812244897959182 +/- 0.0029331010976688474,-0.0036326530612244947 +/- 0.003262498793206949,-0.02640816326530613 +/- 0.0023803303366242237,0.0014693877551020308 +/- 0.0038987604689827097,-0.0018367346938775674 +/- 0.0016249819785628006,0.020408163265306107 +/- 0.0026827227306375455
