,hrv_rms,hrv_pct_5,hrv_pct_95,hrv_std,hrv_n_above_mean,hrv_svd_entropy,hrv_n_below_mean,hrv_min,hrv_lineintegral,hrv_perm_entropy,hrv_skewness,hrv_kurtosis,hrv_n_sign_changes,hrv_peaks,hrv_energy,hrv_entropy,hrv_sum,hrv_mean,hrv_max,hrv_iqr,hrv_iqr_5_95,hrv_ptp
0,0.2942669172932331 +/- 0.007488779365361413,0.21799812030075194 +/- 0.007251017510145997,0.10361842105263164 +/- 0.004751820586502966,0.017951127819548905 +/- 0.005232017165307051,0.1526315789473685 +/- 0.008848573154841962,0.0011278195488722332 +/- 0.0067649589898225995,0.13740601503759403 +/- 0.008490437335390469,0.015272556390977488 +/- 0.004974326719279354,0.168327067669173 +/- 0.008684841138448664,-0.0059680451127819166 +/- 0.001681910730091463,0.008834586466165462 +/- 0.0025113513563698067,-0.002067669172932285 +/- 0.0013324668119133508,0.0 +/- 0.0,-9.398496240596854e-05 +/- 0.001780760838486506,0.03472744360902262 +/- 0.007517181452376857,-0.0003289473684210065 +/- 0.001171046597215899,0.10770676691729328 +/- 0.00767230512479645,0.10770676691729328 +/- 0.00767230512479645,0.048684210526315844 +/- 0.008809555004098118,0.07640977443609026 +/- 0.005304949545740634,0.09962406015037599 +/- 0.00868534966326911,-0.012781954887218016 +/- 0.002589281449991704
