,hrv_svd_entropy,hrv_lineintegral,hrv_mean,hrv_peaks,hrv_energy,hrv_sum,hrv_entropy,hrv_n_sign_changes,hrv_n_below_mean,hrv_rms,hrv_iqr_5_95,hrv_std,hrv_n_above_mean,hrv_perm_entropy,hrv_kurtosis,hrv_skewness,hrv_ptp,hrv_iqr,hrv_pct_95,hrv_min,hrv_pct_5,hrv_max
0,0.016497227356746726 +/- 0.004164352640815479,-0.017513863216266225 +/- 0.007865195017936746,0.00489833641404801 +/- 0.0020057795207218867,-0.0038817005545287 +/- 0.0012772897376234142,-0.03368761552680226 +/- 0.0039990299697448915,0.014186691312384425 +/- 0.00331978281990053,0.0001848428835489413 +/- 0.0021694444721452114,0.0 +/- 0.0,-0.0027264325323475445 +/- 0.0016972613375422468,0.001016635859519366 +/- 0.001069855536302219,-0.0007855822550832281 +/- 0.00046441199727916585,-0.0007393715341959761 +/- 0.0010974438158075763,-0.0010166358595194546 +/- 0.0012191225469753246,-0.008733826247689503 +/- 0.00256833516295566,-0.01136783733826252 +/- 0.0016429194856405773,-0.008733826247689503 +/- 0.0018765194551060031,0.018160813308687573 +/- 0.0027264325323475115,0.0043438077634010645 +/- 0.003811754274917055,0.02680221811460254 +/- 0.00402855724911337,0.00383548983364137 +/- 0.004726387712976693,0.05993530499075781 +/- 0.004690103612649732,0.050277264325323444 +/- 0.005048613783270843
