,hrv_svd_entropy,hrv_ptp,hrv_std,hrv_entropy,hrv_iqr,hrv_skewness,hrv_pct_95,hrv_perm_entropy,hrv_sum,hrv_max,hrv_n_above_mean,hrv_iqr_5_95,hrv_n_sign_changes,hrv_mean,hrv_n_below_mean,hrv_peaks,hrv_energy,hrv_kurtosis,hrv_rms,hrv_pct_5,hrv_min,hrv_lineintegral
0,0.006776715899218089 +/- 0.0032923189090349986,-0.002258905299739322 +/- 0.002906295166581724,-0.005907906168549071 +/- 0.00120071893667119,-0.0028236316246741723 +/- 0.001685244547460546,-0.006472632493483921 +/- 0.0031830347700647203,-0.007254561251086001 +/- 0.0011168514450201885,-0.00299739357080796 +/- 0.0025511810356257107,0.0020851433536055787 +/- 0.002297012001112475,0.001042571676802806 +/- 0.0019251537624813348,-0.033145091225021704 +/- 0.004581066551927879,-0.006907037358818391 +/- 0.0016986285661179208,-0.004865334491746287 +/- 0.0025315034377642854,0.0 +/- 0.0,0.002041702867072137 +/- 0.0019816671986024256,-0.0019548218940051766 +/- 0.0018146480081846633,-0.0014335360556037902 +/- 0.0008253692441355338,0.0034752389226759607 +/- 0.0011975715683831692,-0.0017810599478713884 +/- 0.0018373836648615692,0.00425716768027804 +/- 0.0012560236572372872,-0.007906168549087744 +/- 0.0027184166545893987,-0.002562988705473468 +/- 0.0024065402231910594,-0.030060816681146806 +/- 0.005592867746109846
