,hrv_svd_entropy,hrv_lineintegral,hrv_mean,hrv_peaks,hrv_energy,hrv_sum,hrv_entropy,hrv_n_sign_changes,hrv_n_below_mean,hrv_rms,hrv_iqr_5_95,hrv_std,hrv_n_above_mean,hrv_perm_entropy,hrv_kurtosis,hrv_skewness,hrv_ptp,hrv_iqr,hrv_pct_95,hrv_min,hrv_pct_5,hrv_max
0,0.061278195488721744 +/- 0.004005127021177152,0.05761278195488715 +/- 0.00814801383522303,0.008552631578947322 +/- 0.001127819548872185,-0.005780075187969957 +/- 0.0013788910480377003,0.0031484962406014396 +/- 0.0025743131437598278,-0.004511278195488788 +/- 0.0010338345864661425,-0.00606203007518803 +/- 0.002472804909196034,0.0 +/- 0.0,-0.012640977443609092 +/- 0.0013366036328315669,-0.008928571428571497 +/- 0.0010295536795210014,0.010573308270676651 +/- 0.002829322034490667,0.019125939849624008 +/- 0.0015161903951975168,-0.006907894736842146 +/- 0.0034278752302325005,0.0007048872180450471 +/- 0.0035369452194894246,0.003853383458646553 +/- 0.0020889201852343,-0.021475563909774474 +/- 0.0029275222043557477,-0.014426691729323348 +/- 0.004536904423998993,0.01057330827067664 +/- 0.004214940036934432,-0.035949248120300814 +/- 0.004235845013468014,-0.035432330827067725 +/- 0.004907059203837046,-0.009492481203007563 +/- 0.004090235929885155,-0.05639097744360908 +/- 0.006922424747488824
