,hrv_svd_entropy,hrv_lineintegral,hrv_mean,hrv_peaks,hrv_energy,hrv_sum,hrv_entropy,hrv_n_sign_changes,hrv_n_below_mean,hrv_rms,hrv_iqr_5_95,hrv_std,hrv_n_above_mean,hrv_perm_entropy,hrv_kurtosis,hrv_skewness,hrv_ptp,hrv_iqr,hrv_pct_95,hrv_min,hrv_pct_5,hrv_max
0,0.0745149911816578 +/- 0.005639603864310228,0.049162257495590805 +/- 0.007110258314041673,0.04029982363315694 +/- 0.003075060983097479,0.009567901234567883 +/- 0.0016620879034365734,0.007142857142857129 +/- 0.0013774690786431455,0.005555555555555531 +/- 0.0019239351172197004,0.0017636684303350691 +/- 0.0017190113482908453,0.0 +/- 0.0,-0.00030864197530866555 +/- 0.0011163129542479944,-0.001102292768959473 +/- 0.0026546725261887946,-0.003395061728395077 +/- 0.0015023567052381765,-0.006437389770723135 +/- 0.002134694609684344,-0.010008818342151704 +/- 0.0009670067107346168,-0.013095238095238137 +/- 0.0026605246634119365,-0.013580246913580275 +/- 0.002883206829677567,-0.01410934744268083 +/- 0.0035602520702268685,-0.015079365079365114 +/- 0.003214766513855067,-0.01754850088183423 +/- 0.0023062957373231052,-0.061067019400352765 +/- 0.005203008695417077,-0.08073192239858909 +/- 0.0040719834760683865,-0.0871693121693122 +/- 0.005031287321045683,-0.0921957671957672 +/- 0.005943228969225573
