,hrv_svd_entropy,hrv_lineintegral,hrv_mean,hrv_peaks,hrv_energy,hrv_sum,hrv_entropy,hrv_n_sign_changes,hrv_n_below_mean,hrv_rms,hrv_iqr_5_95,hrv_std,hrv_n_above_mean,hrv_perm_entropy,hrv_kurtosis,hrv_skewness,hrv_ptp,hrv_iqr,hrv_pct_95,hrv_min,hrv_pct_5,hrv_max
0,0.06691553896406903 +/- 0.003314098162307923,0.08903406439570691 +/- 0.006165242954704149,-0.0026131591227251507 +/- 0.0007289080425484509,-0.0014465702286514226 +/- 0.003315740349694915,0.008586094260382638 +/- 0.0026577752432847667,0.01782547830144656 +/- 0.0023313104987021543,0.0040597293513765734 +/- 0.0023706739702996794,0.0 +/- 0.0,0.0034997666822211837 +/- 0.0028480064432416467,0.003919738684087726 +/- 0.0013231401660063291,0.02440503966402239 +/- 0.0031166923900133527,0.005552963135790945 +/- 0.000793280447970135,0.003966402239850675 +/- 0.002540915238462338,0.01115258982734484 +/- 0.0029692838581302896,0.0006999533364442367 +/- 0.0033275401747096707,0.005412972468502098 +/- 0.002067990649198351,0.014139057396173582 +/- 0.0025562941530195677,0.02589827344843676 +/- 0.003118089383534877,0.05240317312179186 +/- 0.0033262311502000423,0.144050396640224 +/- 0.00514591339944324,0.05776948203453101 +/- 0.003515596491243557,0.14769015398973404 +/- 0.009039370334955906
