,hrv_rms,hrv_pct_5,hrv_pct_95,hrv_std,hrv_n_above_mean,hrv_svd_entropy,hrv_n_below_mean,hrv_min,hrv_lineintegral,hrv_perm_entropy,hrv_skewness,hrv_kurtosis,hrv_n_sign_changes,hrv_peaks,hrv_energy,hrv_entropy,hrv_sum,hrv_mean,hrv_max,hrv_iqr,hrv_iqr_5_95,hrv_ptp
0,0.1113392440503966 +/- 0.004671951847236144,0.014652356509566023 +/- 0.0057990616455085315,-0.04423705086327576 +/- 0.00524959817468044,0.05944937004199717 +/- 0.00578402255990524,0.1582827811479235 +/- 0.006992686027038426,0.04867008866075593 +/- 0.003779748016798878,0.16089594027064863 +/- 0.008463487857212976,0.2991600559962669 +/- 0.009764732323743067,0.22981801213252448 +/- 0.009982620524129014,0.010965935604293042 +/- 0.0016727436611231835,0.014419038730751278 +/- 0.002559699141745678,-0.0002799813345776947 +/- 0.00022860380240626946,0.0 +/- 0.0,0.0016798880074661681 +/- 0.0009379258629137551,0.2603359776014932 +/- 0.006002935913840524,0.00023331777881474558 +/- 0.0008149439662423225,0.415585627624825 +/- 0.005619811187055376,0.415585627624825 +/- 0.005619811187055376,0.31287914139057393 +/- 0.006490261509212692,0.10909939337377503 +/- 0.011460250093973836,0.07382174521698551 +/- 0.009874167177748248,0.017778814745683613 +/- 0.0028342108519011124
