,hrv_svd_entropy,hrv_ptp,hrv_std,hrv_entropy,hrv_iqr,hrv_skewness,hrv_pct_95,hrv_perm_entropy,hrv_sum,hrv_max,hrv_n_above_mean,hrv_iqr_5_95,hrv_n_sign_changes,hrv_mean,hrv_n_below_mean,hrv_peaks,hrv_energy,hrv_kurtosis,hrv_rms,hrv_pct_5,hrv_min,hrv_lineintegral
0,0.03402255639097749 +/- 0.002797533095138578,0.001456766917293284 +/- 0.002938063727883559,0.00704887218045116 +/- 0.001867914183679663,0.001503759398496285 +/- 0.0014066381153285427,-0.0038533834586465753 +/- 0.001768316515246892,-0.006578947368421018 +/- 0.0024053541150506797,-0.0037124060150375503 +/- 0.004017513615881867,0.005122180451127878 +/- 0.0012687969924812142,0.001456766917293273 +/- 0.0024638584076914077,-0.012312030075187918 +/- 0.004181010605175797,-0.0014567669172931951 +/- 0.001647419938247928,0.006813909774436133 +/- 0.0022166309050884853,0.0 +/- 0.0,0.0029605263157895245 +/- 0.0023122019925079958,-0.0005639097744360555 +/- 0.0014978738205365986,-0.0012687969924811693 +/- 0.0009642051000321151,0.0013157894736842701 +/- 0.0017807608384865056,-0.0035714285714285253 +/- 0.0028676966733820297,0.00023496240601508233 +/- 0.0016039518952890932,-0.0030075187969924476 +/- 0.0019169246291702259,-0.0005639097744360555 +/- 0.002375794108978306,0.007095864661654172 +/- 0.0067592440308695085
