,hrv_rms,hrv_pct_5,hrv_pct_95,hrv_std,hrv_n_above_mean,hrv_svd_entropy,hrv_n_below_mean,hrv_min,hrv_lineintegral,hrv_perm_entropy,hrv_skewness,hrv_kurtosis,hrv_n_sign_changes,hrv_peaks,hrv_energy,hrv_entropy,hrv_sum,hrv_mean,hrv_max,hrv_iqr,hrv_iqr_5_95,hrv_ptp
0,0.036533449174630764 +/- 0.0076889661164205045,0.028757602085143365 +/- 0.0033916978793993484,0.044309296264118184 +/- 0.004234054884799735,-0.017115551694178964 +/- 0.008703721832401876,0.05438748913987838 +/- 0.0077606644995971,0.047654213727193764 +/- 0.0032160632526289624,0.09869678540399654 +/- 0.008938190199556337,0.1251520417028671 +/- 0.0070433896352067645,-0.006950477845351843 +/- 0.005930859484231443,0.0027367506516073224 +/- 0.0019334676875992914,0.00894874022589055 +/- 0.0022672438489487246,0.0006950477845351965 +/- 0.0006785620917382035,0.0 +/- 0.0,0.00056472632493485 +/- 0.0021196998955266572,0.06342311033883583 +/- 0.006863046970679929,0.024413553431798463 +/- 0.002780191138140742,0.13010425716768032 +/- 0.009677093575128347,0.13010425716768032 +/- 0.009677093575128347,0.09144222415291052 +/- 0.005388196568796735,0.004257167680278029 +/- 0.0019887963757184235,0.06733275412684624 +/- 0.00492240329251618,0.01733275412684624 +/- 0.002645593393324958
