,hrv_svd_entropy,hrv_ptp,hrv_std,hrv_entropy,hrv_iqr,hrv_skewness,hrv_pct_95,hrv_perm_entropy,hrv_sum,hrv_max,hrv_n_above_mean,hrv_iqr_5_95,hrv_n_sign_changes,hrv_mean,hrv_n_below_mean,hrv_peaks,hrv_energy,hrv_kurtosis,hrv_rms,hrv_pct_5,hrv_min,hrv_lineintegral
0,-0.01777108433734943 +/- 0.0038296041308089417,0.004647160068846789 +/- 0.003089728583651675,-0.0040877796901893524 +/- 0.0022707874013698412,-0.00576592082616183 +/- 0.0018874106884218009,0.008605851979345925 +/- 0.0016328456076601,0.004905335628227148 +/- 0.0024050238575700506,0.005034423407917344 +/- 0.003311016971292716,0.002753872633390664 +/- 0.00245832303908531,-0.010025817555938055 +/- 0.0024268655167304044,0.03188468158347674 +/- 0.0036635567738783864,-0.000817555938037895 +/- 0.0013115103833156686,-0.0033993115318416865 +/- 0.002577808227323599,0.0 +/- 0.0,-0.00963855421686749 +/- 0.0020832561853545966,0.0003442340791737997 +/- 0.001641891912937938,-0.0005163511187607717 +/- 0.0010851566448294757,-0.011187607573149783 +/- 0.0020365162764542726,0.00043029259896726346 +/- 0.0015273872073406835,-0.004862306368330483 +/- 0.0020095171133968043,-0.0069707401032702565 +/- 0.0036348902034325204,-0.011488812392426884 +/- 0.0031446706352140225,-0.005120481927710885 +/- 0.003020948247584848
