,hrv_rms,hrv_pct_5,hrv_pct_95,hrv_std,hrv_n_above_mean,hrv_svd_entropy,hrv_n_below_mean,hrv_min,hrv_lineintegral,hrv_perm_entropy,hrv_skewness,hrv_kurtosis,hrv_n_sign_changes,hrv_peaks,hrv_energy,hrv_entropy,hrv_sum,hrv_mean,hrv_max,hrv_iqr,hrv_iqr_5_95,hrv_ptp
0,0.14582616179001717 +/- 0.010577586365401799,0.10314113597246122 +/- 0.00839247079717231,0.06260757314974177 +/- 0.007297869036016139,0.006798623063683262 +/- 0.002043776607063328,0.08296041308089495 +/- 0.008771638904156385,-0.01592082616179007 +/- 0.0030120481927710697,0.11049913941480202 +/- 0.007142857142857162,0.11316695352839927 +/- 0.006671617020073772,0.049784853700516295 +/- 0.005597278147818985,-0.00021514629948368169 +/- 0.0016128799323572582,0.001247848537005103 +/- 0.0017260043993228378,0.00043029259896724124 +/- 0.0007200172345387803,0.0 +/- 0.0,0.0021084337349397187 +/- 0.0022724175432893147,0.0012048192771083933 +/- 0.00230758824058381,-0.013425129087779753 +/- 0.0013982854396963787,0.1935886402753872 +/- 0.010190669685453652,0.1935886402753872 +/- 0.010190669685453652,0.12685025817555934 +/- 0.007489563759736511,0.0006454388984509119 +/- 0.0032443605415050482,-0.0018072289156626953 +/- 0.0019415687044197028,-0.011746987951807264 +/- 0.0017000642224731949
