,bvp_n_below_mean,bvp_n_above_mean,bvp_perm_entropy,bvp_pct_95,bvp_peaks,bvp_std,bvp_iqr_5_95,bvp_energy,bvp_min,scl_iqr,bvp_rms,scr_sum,scr_min,hrv_n_above_mean,bvp_entropy,scr_peaks,scr_n_sign_changes,hrv_n_sign_changes,scl_peaks,scl_n_sign_changes,scr_n_above_mean,scr_pct_5,bvp_skewness,scl_n_above_mean,bvp_sum,hrv_peaks,scr_entropy,hrv_perm_entropy,scl_kurtosis,hrv_kurtosis,scr_std,hrv_skewness,bvp_mean,hrv_n_below_mean,scr_perm_entropy,scl_perm_entropy,scr_n_below_mean,scr_energy,scr_kurtosis,hrv_svd_entropy,scl_skewness,scr_skewness,scr_ptp,bvp_max,scl_n_below_mean,hrv_iqr_5_95,bvp_ptp,scl_svd_entropy,bvp_kurtosis,hrv_rms,bvp_lineintegral,bvp_pct_5,scr_mean,hrv_mean,scl_entropy,hrv_entropy,hrv_iqr,scr_pct_95,hrv_sum,scr_svd_entropy,scl_iqr_5_95,scl_std,scr_max,hrv_energy,scr_iqr_5_95,scr_rms,scr_iqr,hrv_ptp,hrv_std,hrv_max,scr_lineintegral,scl_ptp,scl_rms,scl_sum,scl_mean,scl_lineintegral,hrv_pct_5,bvp_n_sign_changes,scl_max,hrv_lineintegral,hrv_pct_95,bvp_iqr,scl_pct_5,bvp_svd_entropy,scl_min,hrv_min,scl_energy,scl_pct_95
0,0.03651030773827304 +/- 0.00277330179524885,0.027606812070510856 +/- 0.0034044623921706944,-0.007021213026591033 +/- 0.0018574581466829423,0.0053779504033462325 +/- 0.001945481995351028,0.015745443680908223 +/- 0.0035276968008642485,0.0039737077980280255 +/- 0.0011497987095843434,0.0050791753809380944 +/- 0.000801697512100319,0.003286525246489347 +/- 0.0013949946256263774,0.008037048102778555 +/- 0.0013054109515956802,0.008515088138631555 +/- 0.0018478214635274865,0.0070510905288317495 +/- 0.0012405461303870036,0.0008365700627427253 +/- 0.0010158350761876318,-8.963250672245904e-05 +/- 0.00023335075219321484,0.001434120107558945 +/- 0.0003963698584231153,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0010158350761875878 +/- 0.00014636927055766593,0.000896325067224335 +/- 0.0013227334102885273,0.002091425156856841 +/- 0.0008963250672243942,0.006991335524350095 +/- 0.0017584629781371005,0.0010755900806692087 +/- 0.0010622281944804902,5.975500448159865e-05 +/- 0.00017926501344485147,-0.000956080071706078 +/- 0.0006238605622294953,0.0004182850313713349 +/- 0.0003046919338866352,-0.002599342694950757 +/- 0.0007681482003096742,0.0004182850313713349 +/- 0.0005209320518124452,-0.001374365103077435 +/- 0.00042673608775278056,0.0009859575739467718 +/- 0.0019955398242601243,0.0016432626232446457 +/- 0.0006974973128131993,0.0002688975201672772 +/- 0.0004107477467841864,-0.000298775022408182 +/- 0.00048176024788161744,0.0028981177173587835 +/- 0.0008560829866683223,0.0010755900806692198 +/- 0.0007698893771571381,0.005407827905587037 +/- 0.0010302324260273023,0.001553630116522231 +/- 0.0014806706535242166,-0.00035853002688979174 +/- 0.000863868078565937,0.0005377950403345876 +/- 0.0012010607255597018,-0.00047804003585304454 +/- 0.0006707482617461681,0.0018524051389303465 +/- 0.0009800549427461359,0.00510905288317891 +/- 0.0005581578037726144,0.008515088138631565 +/- 0.0018765830591505493,0.0020017926501344264 +/- 0.0008868133898808409,0.002509710188228209 +/- 0.0012114212687608943,0.011413205855990382 +/- 0.001860099482076281,-0.0015835076187631137 +/- 0.0009067218945619149,0.003764565282342325 +/- 0.0012690027237284242,0.0008963250672243239 +/- 0.0012675950663636882,0.007469375560203118 +/- 0.001356056853051715,0.0040035853002688415 +/- 0.0012829943563539767,0.005855990439199233 +/- 0.0010705989164725975,0.0024200776815057946 +/- 0.0009106513686362756,0.000268897520167255 +/- 0.0012132620558259484,0.004870032865252405 +/- 0.0010354181924806432,0.0016133851210038408 +/- 0.0014465154988837848,0.013056468479235084 +/- 0.0013824601495379888,0.0034657902599342315 +/- 0.0011815787232318758,0.0010457125784283927 +/- 0.0012763674552311662,0.008395578129668324 +/- 0.0007842488645597118,0.01054675829100682 +/- 0.001224977591873317,0.0009859575739467718 +/- 0.0011183129532245386,0.0015835076187630138 +/- 0.0014016975328042668,0.006991335524350118 +/- 0.0014890870384675291,0.002270690170301737 +/- 0.0013374980152733422,0.004272482820436152 +/- 0.0012958021178489148,0.0001195100089632084 +/- 0.0015820976749176881,0.0013146100985957031 +/- 0.0012690027237284367,-0.0005377950403346876 +/- 0.001893394624171476,0.01039737077980274 +/- 0.0020691114064153946,0.007230355542276623 +/- 0.0014127983767597116,0.006334030475052233 +/- 0.001741117691584517,0.0009859575739467608 +/- 0.0012749679290918272,0.0017627726322078873 +/- 0.0009584114091631656,-0.00648341798625639 +/- 0.0009731997296027629,0.0004182850313713238 +/- 0.0011509626701080556,0.004152972811472921 +/- 0.0015778602840168566,0.002778607708395531 +/- 0.0013026728029036023,0.00020914251568565634 +/- 0.00160367336723271,-0.0016133851210039518 +/- 0.0012829943563539873,0.006065132954884911 +/- 0.0014331861314862682,0.005437705407827853 +/- 0.0012304308504316765,0.0010158350761875878 +/- 0.0011274551696512168,0.003674932775619899 +/- 0.0017423989616759078,0.0005377950403345655 +/- 0.001393714226434502,0.009052883178966187 +/- 0.0010693474854002547,-0.004033462802509757 +/- 0.0018381342593692235
