,bvp_peaks,bvp_n_above_mean,bvp_iqr,bvp_perm_entropy,bvp_n_below_mean,bvp_energy,bvp_max,bvp_std,bvp_rms,bvp_sum,bvp_pct_95,bvp_entropy,bvp_mean,bvp_n_sign_changes,bvp_lineintegral,bvp_pct_5,bvp_iqr_5_95,bvp_skewness,bvp_svd_entropy,bvp_ptp,bvp_kurtosis,bvp_min
0,0.01905042760247718 +/- 0.002418165732822173,0.03936891772338545 +/- 0.002751418150822349,-0.003361840165143015 +/- 0.003671927435275349,-0.018578590386316717 +/- 0.004045591421915061,0.030492480094367457 +/- 0.0026547395894843755,-0.006635210852255946 +/- 0.0022429722052263457,-0.0054556178118548735 +/- 0.0030426012763081415,-0.0012975523444411553 +/- 0.001583688774060474,-0.0074314361545266714 +/- 0.0013501059442358797,-2.94898260099985e-05 +/- 0.0006521186784870308,0.008876437629018009 +/- 0.0025486103352182097,0.0 +/- 0.0,0.0006192863462105791 +/- 0.000817777919425636,0.007254497198466547 +/- 0.0024890531225018084,-0.00047183721616039787 +/- 0.001987885525963154,-0.002152757298731911 +/- 0.0020687065652958635,-0.0027720436449424567 +/- 0.002537496285968611,0.005514597463874993 +/- 0.0025878897587070285,0.02087879681509881 +/- 0.0027531560051864148,0.005514597463874981 +/- 0.002485031891215837,-0.006576231200235904 +/- 0.0020133151505394597,0.001710409908581545 +/- 0.0021622297587523998
