,bvp_peaks,bvp_n_above_mean,bvp_iqr,bvp_perm_entropy,bvp_n_below_mean,bvp_energy,bvp_max,bvp_std,bvp_rms,bvp_sum,bvp_pct_95,bvp_entropy,bvp_mean,bvp_n_sign_changes,bvp_lineintegral,bvp_pct_5,bvp_iqr_5_95,bvp_skewness,bvp_svd_entropy,bvp_ptp,bvp_kurtosis,bvp_min
0,0.021788040260509168 +/- 0.0044919068652198016,0.07756068679692121 +/- 0.006766154944777551,0.009206631142687983 +/- 0.002406623929745723,0.05384843102427469 +/- 0.003890218094226782,0.05808170515097687 +/- 0.005814320282861307,-0.006483126110124371 +/- 0.0018365988595910215,0.01962699822380104 +/- 0.0033467461479007674,0.0008288928359976077 +/- 0.0018287087284168774,-0.012314979277679128 +/- 0.0015450548668679554,0.0016873889875665738 +/- 0.0006216696269982378,0.009265837773830655 +/- 0.002008012774672767,0.0 +/- 0.0,0.0010361160449970375 +/- 0.0005808589955698207,-0.027175843694493818 +/- 0.0020798304405269716,-5.92066311427053e-05 +/- 0.002028637264536629,0.007164002368265243 +/- 0.001843029297368079,0.0066607460035523645 +/- 0.001229518037732102,-0.0009177027827116935 +/- 0.0022640247252811024,0.0009769094138543434 +/- 0.002764543946052126,0.000858496151568977 +/- 0.0016612182174775831,-0.002309058614564852 +/- 0.0012119295139407067,-0.0016577856719953044 +/- 0.0017016113514742382
