,bvp_peaks,bvp_n_above_mean,bvp_iqr,bvp_perm_entropy,bvp_n_below_mean,bvp_energy,bvp_max,bvp_std,bvp_rms,bvp_sum,bvp_pct_95,bvp_entropy,bvp_mean,bvp_n_sign_changes,bvp_lineintegral,bvp_pct_5,bvp_iqr_5_95,bvp_skewness,bvp_svd_entropy,bvp_ptp,bvp_kurtosis,bvp_min
0,-0.0019497784342688228 +/- 0.0022776171660143316,0.053471196454948335 +/- 0.0044958374900435595,0.005967503692762189 +/- 0.0018953045710305145,0.0069719350073855655 +/- 0.0019154582070839135,0.06322008862629247 +/- 0.0020889417464890515,-0.01376661742983748 +/- 0.0018268389759220735,0.018079763663220106 +/- 0.002145822132624494,-0.005583456425406174 +/- 0.001473851661242701,-0.011137370753323439 +/- 0.0022500530604820904,0.0002954209748892156 +/- 0.0008459569313604891,0.008153618906942429 +/- 0.0020390468451093307,0.0 +/- 0.0,5.908419497784312e-05 +/- 0.0006579337504082709,0.0066174298375184844 +/- 0.003093327057656378,0.002747415066469705 +/- 0.0012606551428863669,-0.0006203840472673528 +/- 0.0015204855813834804,0.0031019202363367637 +/- 0.00180303628001974,0.002954209748892178 +/- 0.0028611639616669612,-0.012259970457902458 +/- 0.002151711401433404,-0.02516986706056128 +/- 0.001346030812395209,-0.025731166912850788 +/- 0.0016993769002386508,-0.030960118168389915 +/- 0.0022256789603353065
