,bvp_rms,bvp_lineintegral,bvp_std,bvp_pct_5,bvp_iqr_5_95,bvp_pct_95,bvp_max,bvp_kurtosis,bvp_entropy,bvp_sum,bvp_mean,bvp_n_sign_changes,bvp_ptp,bvp_skewness,bvp_svd_entropy,bvp_peaks,bvp_perm_entropy,bvp_min,bvp_iqr,bvp_energy,bvp_n_below_mean,bvp_n_above_mean
0,0.2595849802371541 +/- 0.003508948795368502,0.02223320158102766 +/- 0.007622158409358469,0.3450592885375494 +/- 0.003821952491267542,-0.011660079051383387 +/- 0.002907893076988555,-0.011857707509881433 +/- 0.004501202361237306,0.029051383399209495 +/- 0.002845094871321732,-0.00014822134387353357 +/- 0.0015631711481775125,-0.004001976284584974 +/- 0.0031438613181685856,0.0 +/- 0.0,0.001630434782608714 +/- 0.0012312189520135694,0.001630434782608714 +/- 0.0012312189520135694,0.018675889328063244 +/- 0.0015276309124249443,-0.004743083003952553 +/- 0.0019032964707764914,0.009239130434782616 +/- 0.0033658540178361854,-0.0013833992094861801 +/- 0.0024184265317234053,-0.01763833992094861 +/- 0.00332939438514457,0.0038043478260869736 +/- 0.0027335130817436877,-0.01679841897233203 +/- 0.0036036724365238024,0.08468379446640317 +/- 0.006945874217703565,0.05568181818181818 +/- 0.0034517862598238214,0.000691699604743079 +/- 0.003705204201433331,0.000691699604743079 +/- 0.003705204201433331
