,bvp_rms,bvp_lineintegral,bvp_std,bvp_pct_5,bvp_iqr_5_95,bvp_pct_95,bvp_max,bvp_kurtosis,bvp_entropy,bvp_sum,bvp_mean,bvp_n_sign_changes,bvp_ptp,bvp_skewness,bvp_svd_entropy,bvp_peaks,bvp_perm_entropy,bvp_min,bvp_iqr,bvp_energy,bvp_n_below_mean,bvp_n_above_mean
0,0.5893198724760894 +/- 0.007391109615314647,0.18071200850159413 +/- 0.0068766167726215825,0.2977683315621679 +/- 0.009237540408969507,0.07996811902231674 +/- 0.006265646335929929,0.08060573857598306 +/- 0.005888399221236992,0.07635494155154096 +/- 0.005757486455181502,-0.002072263549415432 +/- 0.0031565030266268185,0.017428267800212605 +/- 0.0016769111411327803,0.0 +/- 0.0,0.0006376195536663797 +/- 0.0012971897572511798,0.0006376195536663797 +/- 0.0012971897572511798,-0.002550478214665175 +/- 0.0016081557864422395,0.024601487778958618 +/- 0.005522202954038745,0.002869287991498459 +/- 0.0014877789585547314,-0.002816153028692814 +/- 0.0029010911147117277,0.03273113708820411 +/- 0.005578918065210069,0.015674814027630248 +/- 0.002863870983679451,0.054782146652497386 +/- 0.007038928729243949,0.03273113708820409 +/- 0.0046939559671323626,0.0435706695005314 +/- 0.005434332699488027,0.04431455897980877 +/- 0.003362229972275516,0.04431455897980877 +/- 0.003362229972275516
