,bvp_entropy,bvp_sum,bvp_mean,bvp_iqr_5_95,bvp_pct_95,bvp_std,bvp_lineintegral,bvp_n_sign_changes,bvp_pct_5,bvp_svd_entropy,bvp_ptp,bvp_energy,bvp_skewness,bvp_rms,bvp_max,bvp_kurtosis,bvp_peaks,bvp_iqr,bvp_min,bvp_n_below_mean,bvp_n_above_mean,bvp_perm_entropy
0,0.0 +/- 0.0,0.0009036144578312921 +/- 0.0007738091914858643,-0.001204819277108471 +/- 0.001638731386594625,0.0038554216867469513 +/- 0.0019464451110124683,0.004879518072289124 +/- 0.0045277005841237675,-0.022469879518072323 +/- 0.0031538891837851533,-0.03361445783132535 +/- 0.003208078784504649,0.016566265060240937 +/- 0.0037256978544738047,0.012048192771084298 +/- 0.0024395731001586205,-0.017530120481927758 +/- 0.00241640615905199,-0.02174698795180726 +/- 0.003237916783223298,-0.012409638554216918 +/- 0.0026560732150660883,0.0016265060240963525 +/- 0.0013483752581686386,-0.0061445783132530575 +/- 0.001920165957892687,-0.050361445783132584 +/- 0.004549688575541991,-0.004578313253012089 +/- 0.0035352772894267862,-0.08156626506024098 +/- 0.006330749231527539,-0.025301204819277147 +/- 0.004960286469937086,-0.012168674698795224 +/- 0.0018430191012985958,0.008253012048192709 +/- 0.0047970118196671,0.004457831325301187 +/- 0.005773083638896843,-0.0010843373493976348 +/- 0.004506410652834962
