,bvp_ptp,bvp_std,bvp_max,bvp_svd_entropy,bvp_n_sign_changes,bvp_peaks,bvp_skewness,bvp_entropy,bvp_rms,bvp_n_above_mean,bvp_sum,bvp_pct_5,bvp_pct_95,bvp_mean,bvp_lineintegral,bvp_kurtosis,bvp_min,bvp_iqr_5_95,bvp_perm_entropy,bvp_energy,bvp_iqr,bvp_n_below_mean
0,0.014881266490765233 +/- 0.0033524813032756655,0.001741424802110858 +/- 0.0015303430079155534,0.008548812664907701 +/- 0.004072565990833714,0.014564643799472343 +/- 0.0015330700840458116,-0.020897097625329784 +/- 0.003194247166315885,0.024379947229551502 +/- 0.0043438766495528585,0.009234828496042246 +/- 0.001705881781028459,0.0 +/- 0.0,-0.0004221635883904784 +/- 0.000659102691123848,0.004168865435356228 +/- 0.0010407959326288313,-0.00036939313984165614 +/- 0.0006266143581550495,0.003060686015831193 +/- 0.001288290830156599,0.0015831134564644467 +/- 0.0,0.0 +/- 0.0,0.00258575197889187 +/- 0.0031080853451455896,-0.026912928759894407 +/- 0.0025852134488476932,-0.006226912928759843 +/- 0.0032768706482870723,0.01445910290237471 +/- 0.001737422441493876,-0.027387862796833716 +/- 0.005471102069987461,0.0 +/- 0.0,0.04464379947229556 +/- 0.0028632527633246406,0.0706596306068602 +/- 0.00622803084638776
