,bvp_rms,bvp_lineintegral,bvp_std,bvp_pct_5,bvp_iqr_5_95,bvp_pct_95,bvp_max,bvp_kurtosis,bvp_entropy,bvp_sum,bvp_mean,bvp_n_sign_changes,bvp_ptp,bvp_skewness,bvp_svd_entropy,bvp_peaks,bvp_perm_entropy,bvp_min,bvp_iqr,bvp_energy,bvp_n_below_mean,bvp_n_above_mean
0,0.18366821226172073 +/- 0.009438821875127944,0.04080370942812979 +/- 0.004513796210985978,0.4105100463678516 +/- 0.008669427447542758,0.07717671303451826 +/- 0.00815837371120765,0.021535291087068455 +/- 0.004913598770764093,-0.00046367851622877156 +/- 0.000708280632914377,-0.00551262235960851 +/- 0.0021123132405976336,0.006233900051519792 +/- 0.0014099878602167957,0.0 +/- 0.0,-0.0009788768675940806 +/- 0.0005378828701139151,-0.0009788768675940806 +/- 0.0005378828701139151,0.003812467800102981 +/- 0.0015490259019446632,-0.006955177743431263 +/- 0.0033089213237159115,-0.001957753735188095 +/- 0.0016421821175176899,0.0029881504379185688 +/- 0.0035229924775432696,0.0032972694487377273 +/- 0.0030756953233589505,-0.002009273570324621 +/- 0.003310525260467245,-0.003297269448737805 +/- 0.003210806069218499,-0.02720247295208662 +/- 0.0037421988247985333,0.001030396702730496 +/- 0.002060793405461101,0.01298299845440488 +/- 0.003215762294554819,0.01298299845440488 +/- 0.003215762294554819
