,bvp_ptp,bvp_std,bvp_max,bvp_svd_entropy,bvp_n_sign_changes,bvp_peaks,bvp_skewness,bvp_entropy,bvp_rms,bvp_n_above_mean,bvp_sum,bvp_pct_5,bvp_pct_95,bvp_mean,bvp_lineintegral,bvp_kurtosis,bvp_min,bvp_iqr_5_95,bvp_perm_entropy,bvp_energy,bvp_iqr,bvp_n_below_mean
0,0.044479330193615864 +/- 0.0032426862134651334,0.03689167974882257 +/- 0.003008327022879091,-0.010151753008895915 +/- 0.0016077751434575777,-0.017634746206174823 +/- 0.00490913893579094,0.04824699110413393 +/- 0.0030851706903157927,0.060544217687074776 +/- 0.006196248226359254,0.003558346415489244 +/- 0.0032996091617863784,0.0 +/- 0.0,0.0026687598116169387 +/- 0.0029083606973501243,0.02501308215593926 +/- 0.005142069490963166,0.0004709576138147376 +/- 0.0005943389163579486,0.0 +/- 0.0,0.000889586603872261 +/- 0.00033506667909117936,0.0005232862375719183 +/- 0.00023402071978018273,0.0029304029304029087 +/- 0.002330827572090027,0.0002093144950287562 +/- 0.0005827068930225201,-0.011093668236525422 +/- 0.003956265446663695,0.002197802197802168 +/- 0.0008372579801151316,0.040188383045525855 +/- 0.0025720995766498286,5.232862375719183e-05 +/- 0.00015698587127157548,0.06085818942961796 +/- 0.00205419010218633,0.02171637885923596 +/- 0.0018315018315018282
