,bvp_rms,bvp_lineintegral,bvp_std,bvp_pct_5,bvp_iqr_5_95,bvp_pct_95,bvp_max,bvp_kurtosis,bvp_entropy,bvp_sum,bvp_mean,bvp_n_sign_changes,bvp_ptp,bvp_skewness,bvp_svd_entropy,bvp_peaks,bvp_perm_entropy,bvp_min,bvp_iqr,bvp_energy,bvp_n_below_mean,bvp_n_above_mean
0,0.1661591355599214 +/- 0.0055309403867750935,0.06227897838899802 +/- 0.008078933278959552,0.05127701375245578 +/- 0.005600937245637912,0.008202357563850682 +/- 0.0028389677832256076,0.00530451866404712 +/- 0.0026063849040120967,0.004223968565815295 +/- 0.002907396578968322,0.000343811394891913 +/- 0.0008233327413673823,4.911591355597489e-05 +/- 0.0027649249400859676,0.0 +/- 0.0,-0.001964636542239695 +/- 0.0014403613259936301,-0.002013752455795692 +/- 0.001464445139084046,-0.0029960707269155564 +/- 0.0038701968601359466,-0.006728880157170958 +/- 0.002645428882022645,-0.006876227897838927 +/- 0.0016728277373208702,-0.009774066797642455 +/- 0.0027736361303527376,-0.014931237721021617 +/- 0.002874015488865963,-0.017829076620825158 +/- 0.002406679764243609,-0.018418467583497078 +/- 0.003722778892266644,-0.027259332023575666 +/- 0.008089228434184983,-0.06055992141453833 +/- 0.005938964986685221,-0.06542239685658155 +/- 0.008532043516938495,-0.06542239685658155 +/- 0.008532043516938495
