,bvp_ptp,bvp_std,bvp_max,bvp_svd_entropy,bvp_n_sign_changes,bvp_peaks,bvp_skewness,bvp_entropy,bvp_rms,bvp_n_above_mean,bvp_sum,bvp_pct_5,bvp_pct_95,bvp_mean,bvp_lineintegral,bvp_kurtosis,bvp_min,bvp_iqr_5_95,bvp_perm_entropy,bvp_energy,bvp_iqr,bvp_n_below_mean
0,0.014759036144578342 +/- 0.0061330508454093486,0.0 +/- 0.0,-0.0021084337349397187 +/- 0.003596844635789911,-0.014156626506024061 +/- 0.005134636707797597,0.030000000000000037 +/- 0.003341066174424597,-0.02566265060240961 +/- 0.008074087194104356,-0.05421686746987947 +/- 0.006231373754691911,0.0 +/- 0.0,0.0 +/- 0.0,-0.005240963855421643 +/- 0.001293428346601445,-0.009819277108433689 +/- 0.0028390052211923417,0.0434939759036145 +/- 0.002552966277158692,0.04939759036144583 +/- 0.0027605877680456797,0.0023493975903614794 +/- 0.0010589395079064444,0.025783132530120524 +/- 0.003426858470681425,-0.015481927710843358 +/- 0.00344007024946246,0.005000000000000049 +/- 0.002380089911462466,0.0 +/- 0.0,-0.02042168674698792 +/- 0.0031699571366079157,0.016927710843373543 +/- 0.0027664969887240803,-0.04168674698795177 +/- 0.004907328157690659,-0.0044578313253011755 +/- 0.006494858781659555
