,bvp_entropy,bvp_sum,bvp_mean,bvp_iqr_5_95,bvp_pct_95,bvp_std,bvp_lineintegral,bvp_n_sign_changes,bvp_pct_5,bvp_svd_entropy,bvp_ptp,bvp_energy,bvp_skewness,bvp_rms,bvp_max,bvp_kurtosis,bvp_peaks,bvp_iqr,bvp_min,bvp_n_below_mean,bvp_n_above_mean,bvp_perm_entropy
0,0.0 +/- 0.0,-0.00010303967027305294 +/- 0.0008243173621844236,-0.00025759917568263235 +/- 0.0004153661900205244,-0.00453374549201444 +/- 0.0014351765355161076,0.002009273570324577 +/- 0.0017765007366890072,0.0008243173621844235 +/- 0.0013474185296879695,5.151983513650427e-05 +/- 0.001988024871877887,0.0018031942297784375 +/- 0.0018753503063576918,-0.0001545595054095905 +/- 0.0016462179607079181,0.003657908294693435 +/- 0.002963622260333764,0.0032972694487377495 +/- 0.0018024580818687174,-0.00226687274600722 +/- 0.001566067403768236,0.00010303967027305294 +/- 0.0011474012082081204,-0.0008758371973209944 +/- 0.0022462884447801753,0.0011334363730035935 +/- 0.0025323453328066946,-0.0019062339000515127 +/- 0.0016781553297168929,0.008861411643482708 +/- 0.005273175304244814,0.005564142194744959 +/- 0.002347405615640293,0.0006182380216383287 +/- 0.0010757657402277823,0.009994848016486335 +/- 0.0024836621933423974,0.007418856259659945 +/- 0.0027378320980085374,-0.0005151983513652758 +/- 0.002726173427166005
