,bvp_entropy,bvp_sum,bvp_mean,bvp_iqr_5_95,bvp_pct_95,bvp_std,bvp_lineintegral,bvp_n_sign_changes,bvp_pct_5,bvp_svd_entropy,bvp_ptp,bvp_energy,bvp_skewness,bvp_rms,bvp_max,bvp_kurtosis,bvp_peaks,bvp_iqr,bvp_min,bvp_n_below_mean,bvp_n_above_mean,bvp_perm_entropy
0,0.0 +/- 0.0,-0.0006413682522714681 +/- 0.000465943232874449,0.0004275788348477083 +/- 0.00046594323287447195,-0.007161945483698517 +/- 0.002716892576619754,-0.0014430785676108671 +/- 0.0015864053532502374,-0.005451630144307817 +/- 0.0020253656142700653,-0.008872260823089206 +/- 0.0024747914276408802,-0.019080705505077466 +/- 0.002574920250228965,-0.010475681453768015 +/- 0.0018390861073314074,-0.01806520577231424 +/- 0.002856309827020286,-0.006787814003206794 +/- 0.001394760914024579,-0.007055050774986582 +/- 0.0016351746168656782,0.00785676109032607 +/- 0.0030049583745313966,-0.007910208444681955 +/- 0.0022269018338855924,-0.01838588989844996 +/- 0.002809928258277908,-0.030785676109032555 +/- 0.0030441541135003865,-0.052111170497060356 +/- 0.004330555189514628,-0.01892036344200958 +/- 0.004209806235706097,-0.0022447888829502547 +/- 0.0022901427349683204,-0.04906467129877066 +/- 0.0035597703485508872,-0.06718332442544091 +/- 0.0034641967767180862,-0.02319615179048633 +/- 0.0036812774682464014
