,bvp_ptp,bvp_std,bvp_max,bvp_svd_entropy,bvp_n_sign_changes,bvp_peaks,bvp_skewness,bvp_entropy,bvp_rms,bvp_n_above_mean,bvp_sum,bvp_pct_5,bvp_pct_95,bvp_mean,bvp_lineintegral,bvp_kurtosis,bvp_min,bvp_iqr_5_95,bvp_perm_entropy,bvp_energy,bvp_iqr,bvp_n_below_mean
0,0.03132405976300874 +/- 0.004196890644908048,0.0 +/- 0.0,0.018959299330242117 +/- 0.001766762308035272,-0.007418856259659967 +/- 0.003629863978116139,0.019113858835651698 +/- 0.004718778172092895,0.03817619783616692 +/- 0.004900887785867688,0.00046367851622871605 +/- 0.0022510100231791447,0.0 +/- 0.0,0.003554868624420393 +/- 0.001878178890629393,0.12751159196290568 +/- 0.005839040921546786,0.0034003091190108027 +/- 0.0009555505920140045,0.0006182380216383177 +/- 0.0008559117839173517,0.0014940752189592898 +/- 0.0020013317464765484,0.0006697578567748441 +/- 0.0005667181865017911,0.003348789283874276 +/- 0.0008697549209755142,0.0041731066460587 +/- 0.0017614962387716457,0.002060793405461081 +/- 0.0015283252935797246,-0.006955177743431229 +/- 0.001328572587143515,0.05079855744461616 +/- 0.004193094270865707,-0.00030911901081915883 +/- 0.00025239461543360395,0.07259144770736733 +/- 0.006269563872043896,0.0947964966512107 +/- 0.006965664618714305
