,hrv_sum,hrv_mean,hrv_max,hrv_n_above_mean,hrv_lineintegral,hrv_ptp,hrv_min,hrv_iqr,hrv_n_below_mean,hrv_rms,hrv_pct_5,hrv_entropy,hrv_std,hrv_svd_entropy,hrv_iqr_5_95,hrv_pct_95,hrv_energy,hrv_skewness,hrv_n_sign_changes,hrv_kurtosis,hrv_peaks,hrv_perm_entropy
0,0.20077355836849503 +/- 0.0067598395728258286,0.20077355836849503 +/- 0.0067598395728258286,0.18006329113924052 +/- 0.006438440822871993,0.13699015471167372 +/- 0.00925922958685388,0.15467651195499302 +/- 0.00900092572995437,0.10935302390998594 +/- 0.005933902421864679,0.09898030942334742 +/- 0.008759791874435579,0.058016877637130815 +/- 0.005241341236065851,0.10214486638537275 +/- 0.005465926754443717,0.10991561181434602 +/- 0.007073018824573907,0.08143459915611816 +/- 0.0034494369812744646,0.04553445850914206 +/- 0.0054975024140877645,0.007524613220815757 +/- 0.004948195691210202,-0.013009845288326294 +/- 0.002262406180329872,0.0026722925457102866 +/- 0.002487305089145903,0.05534458509142055 +/- 0.004918121289706298,0.08410689170182843 +/- 0.006069450736237202,-0.0041139240506329 +/- 0.001958038789356654,0.0 +/- 0.0,-0.007208157524613202 +/- 0.0015021103631008353,0.026863572433192696 +/- 0.0027561066022876845,0.0016877637130801814 +/- 0.0009794928464967653
