,hrv_lineintegral,hrv_ptp,hrv_svd_entropy,hrv_max,hrv_pct_95,hrv_perm_entropy,hrv_mean,hrv_iqr_5_95,hrv_n_above_mean,hrv_n_below_mean,hrv_n_sign_changes,hrv_sum,hrv_skewness,hrv_std,hrv_energy,hrv_iqr,hrv_kurtosis,hrv_peaks,hrv_min,hrv_entropy,hrv_rms,hrv_pct_5
0,0.002422145328719749 +/- 0.003978486464167411,-0.012110726643598602 +/- 0.0030987699899291633,-0.010934256055363311 +/- 0.0031379333006933286,0.01795847750865053 +/- 0.004418916789075585,0.009273356401384093 +/- 0.0026927441464835735,-0.012906574394463665 +/- 0.0024420830434039973,-0.004740484429065728 +/- 0.0021777327304580703,-0.006643598615916924 +/- 0.0030591053432941725,-0.000899653979238757 +/- 0.001572016151086582,-0.0030795847750864857 +/- 0.001733215195345064,0.0 +/- 0.0,0.001072664359861597 +/- 0.0018273696784098196,-0.006989619377162626 +/- 0.002541780992692997,-0.002110726643598604 +/- 0.0017809147726584958,0.004636678200692057 +/- 0.0017314873360825824,-0.00038062283737023695 +/- 0.0028002038762885944,-0.001799307958477514 +/- 0.0015689666503466554,-0.00044982698961938407 +/- 0.0012576319616184448,-0.014083044982698934 +/- 0.002626340887079024,-0.003148788927335644 +/- 0.0025069198182255913,-0.000588235294117645 +/- 0.0019638011935865464,-0.012352941176470577 +/- 0.002215884103333618
