,hrv_perm_entropy,hrv_iqr,hrv_svd_entropy,hrv_pct_5,hrv_lineintegral,hrv_skewness,hrv_sum,hrv_max,hrv_std,hrv_n_below_mean,hrv_peaks,hrv_n_sign_changes,hrv_ptp,hrv_rms,hrv_mean,hrv_n_above_mean,hrv_iqr_5_95,hrv_energy,hrv_entropy,hrv_min,hrv_kurtosis,hrv_pct_95
0,0.022785689475512315 +/- 0.0020384023273526996,0.013546370267453945 +/- 0.0016657976809005693,0.050712052796109755 +/- 0.0060601121188091295,-0.01865230982980204 +/- 0.004587161453293197,0.014102118791246931 +/- 0.0052082895860303,0.0033344911427578895 +/- 0.0025248741709463346,-0.0026398054880167 +/- 0.001515625163547844,0.05244876693296281 +/- 0.0038144505490218398,0.012747481764501568 +/- 0.0014325523186732455,-0.00930878777353249 +/- 0.0023238247563289777,0.0007641542202153295 +/- 0.0013070432596197824,0.0 +/- 0.0,-0.011149704758596746 +/- 0.003822191784879283,0.0027787426189648913 +/- 0.0010420284821118526,0.003924973949287924 +/- 0.0012719578620076705,0.003890239666550854 +/- 0.0007735692063675015,0.004723862452240324 +/- 0.0030958360479551635,-0.009308787773532468 +/- 0.001975889218941003,-0.008683570684265406 +/- 0.0019587179131464625,-0.0060784994789857775 +/- 0.0025107385020494933,0.007641542202153517 +/- 0.0022132035181763004,-0.045571378951024685 +/- 0.0024795509965369594
